历史行情.指标排序沪深Ａ股 日期:2017-07-18,二 指标:MACD(12,26,9)   EMV(14,9)   TRIX(12,9)   WVAD(24,6)   
代码   	名称	 涨幅%%	 收盘	成交量	总金额	  DIF	  DEA	  MACD	  EMV	  MAEMV	  TRIX	  MATRIX	  WVAD	  MAWVAD	
000428	华天酒店	0.43	4.72	4325437	20355000	-0.089	-0.054	-0.069	-0.843	-0.276	-0.110	-0.042	-0.709	4.234	
000429	粤高速Ａ	6.83	9.23	51504844	464981952	0.030	-0.012	0.084	-0.017	-0.505	-0.113	-0.083	9.798	-25.137	
000430	张家界	1.20	10.08	1854712	18551002	-0.094	-0.027	-0.135	-0.685	-0.314	-0.054	0.037	3.827	5.488	
000488	晨鸣纸业	2.70	14.81	36303936	530954912	0.841	0.795	0.092	0.889	1.400	1.106	0.960	224.439	249.115	
000498	山东路桥	4.18	8.23	27908248	224813344	0.231	0.119	0.225	0.645	0.243	0.410	0.200	88.216	53.344	
000501	鄂武商Ａ	0.72	16.71	4421400	72649464	-0.083	0.100	-0.365	-0.963	-0.297	-0.015	0.182	2.092	2.333	
000502	绿景控股	0.56	10.78	3769060	39806648	-0.372	-0.239	-0.266	-1.835	-0.466	-0.238	-0.159	-1.647	0.589	
000503	海虹控股					-2.068	-1.510	-1.118	-2.046	-1.169	-0.637	-0.493	-29.618	-7.885	
000504	南华生物	1.35	20.20	3045651	60681516	0.156	0.485	-0.659	-1.063	0.310	0.240	0.373	-3.458	-0.756	
000505	珠江控股	1.45	9.77	3389096	32879424	-0.148	-0.163	0.029	-0.397	-0.367	-0.196	-0.173	0.365	-1.032	
000506	中润资源					-0.304	-0.158	-0.293	-1.592	-1.178	-0.386	-0.140	21.467	25.998	
000507	珠海港	0.92	10.98	32317090	352558976	-0.099	0.172	-0.541	-2.581	-1.127	-0.077	0.309	47.151	93.676	
000509	华塑控股					-0.067	-0.066	-0.002	-1.107	-0.408	-0.127	-0.117	0.296	1.703	
000510	金路集团	5.71	9.82	21480758	204556640	0.436	0.416	0.041	-0.611	0.891	0.964	0.895	133.880	173.830	
000513	丽珠集团	1.56	49.34	1215160	59570912	0.032	0.328	-0.593	-0.094	-0.043	0.012	0.141	-5.225	-3.767	
000514	渝 开 发	6.32	8.92	46704872	402714496	0.238	0.089	0.299	0.745	0.300	0.362	0.115	91.911	68.006	
000516	国际医学	1.22	4.99	13000722	64522932	-0.149	-0.105	-0.089	-1.242	-0.458	-0.241	-0.138	-50.878	-46.533	
000517	荣安地产	0.93	4.36	6169397	26581132	-0.062	-0.035	-0.053	-0.803	-0.311	-0.114	-0.014	-1.879	1.169	
000518	四环生物	4.03	7.75	3168783	24098556	0.111	0.111	-0.000	-0.257	0.448	0.311	0.310	10.072	9.666	
000519	中兵红箭	2.89	11.76	16297468	188833728	-0.061	0.084	-0.291	-1.300	0.035	0.223	0.280	49.958	77.445	
000520	长航凤凰	2.77	5.56	7953930	44102888	-0.103	-0.078	-0.049	-0.765	-0.343	-0.169	-0.112	-3.191	6.714	
000521	美菱电器	0.69	5.87	5938367	34645636	-0.053	0.012	-0.130	-1.077	-0.181	0.022	0.191	-30.059	-21.482	
000523	广州浪奇	0.43	9.37	2644699	24642824	-0.070	-0.017	-0.105	-0.699	-0.158	-0.007	0.080	8.633	8.666	
000524	岭南控股	-3.12	12.41	4994951	61203892	-0.060	-0.030	-0.061	-0.615	-0.288	-0.002	0.056	-1.744	-1.158	
000525	红 太 阳	2.04	17.97	2464591	43945236	0.244	0.302	-0.116	-0.259	0.333	0.341	0.381	14.696	15.283	
000526	*ST紫学	2.34	33.18	5223147	171337920	-0.634	-1.426	1.583	0.059	-0.145	-0.553	-0.904	-3.273	-3.575	
000528	柳 工	5.26	9.20	33208304	300003296	0.211	0.185	0.052	0.223	0.336	0.398	0.387	78.782	66.346	
000529	广弘控股	-4.72	8.08	11510595	92416880	-0.162	-0.083	-0.158	-0.996	-0.153	-0.087	-0.079	-9.336	0.170	
000530	大冷股份	1.57	7.11	7473244	52655604	0.083	0.122	-0.077	-0.858	0.217	0.343	0.373	0.010	2.473	
000531	穗恒运Ａ	0.35	8.65	2549206	21907594	-0.174	-0.066	-0.216	-0.982	-0.317	-0.124	0.030	-7.961	-0.990	
000532	华金资本	1.07	12.33	2492581	30489616	-0.422	-0.201	-0.443	-2.003	-0.643	-0.251	-0.032	-10.339	-6.287	
000533	万 家 乐	1.21	10.88	2307100	24852976	0.153	0.180	-0.054	0.088	0.440	0.324	0.343	35.880	38.060	
000534	万泽股份	1.98	10.80	1818922	19479562	-0.415	-0.312	-0.206	-1.306	-0.871	-0.469	-0.332	-6.971	-6.038	
000536	华映科技	-1.49	5.30	6550437	34617248	-0.097	-0.047	-0.099	-1.131	-0.435	-0.106	0.006	-7.344	-0.237	
000537	广宇发展	1.40	7.22	4240236	30407490	-0.180	-0.078	-0.204	-1.344	-0.463	-0.186	-0.012	-22.456	-17.512	
000538	云南白药	0.00	88.90	2766202	245966176	-0.483	-0.084	-0.799	-0.395	-0.291	-0.105	-0.021	-7.573	-8.133	
000539	粤电力Ａ	-0.38	5.27	4141707	21830936	0.003	0.007	-0.007	-0.041	-0.038	0.033	0.041	0.068	4.905	
000540	中天金融	9.39	7.57	255588656	1868806656	0.180	0.127	0.107	0.392	0.298	0.340	0.319	409.872	175.953	
000541	佛山照明	0.00	8.85	7218055	63729148	-0.030	0.004	-0.068	-0.286	0.012	0.016	0.039	-3.079	2.317	
000543	皖能电力	0.37	5.43	6940670	37455536	-0.057	-0.008	-0.097	-0.564	-0.119	-0.021	0.122	-6.125	3.671	
000544	中原环保	0.30	20.21	3155303	63480032	0.165	0.361	-0.392	-0.522	0.118	0.238	0.354	17.603	21.734	
000545	金浦钛业	5.88	6.12	37963604	225165280	0.136	0.130	0.014	-0.275	0.436	0.475	0.426	137.606	128.262	
000546	金圆股份	0.88	10.29	5093790	52378804	0.050	0.133	-0.166	-0.846	0.033	0.232	0.318	15.879	23.484	
000547	航天发展	0.85	9.49	10419224	97930232	-0.192	-0.114	-0.157	-1.330	-0.424	-0.073	0.047	6.974	20.753	
000548	湖南投资	3.35	7.72	10288234	77980792	0.073	0.030	0.086	0.042	0.067	0.190	0.079	50.536	46.852	
000550	江铃汽车	0.20	20.55	2470652	52367548	0.137	0.124	0.026	0.105	0.249	0.187	0.161	-3.948	-2.352	
000551	创元科技	1.81	8.44	6034600	50523184	-0.293	-0.175	-0.236	-1.563	-1.189	-0.405	-0.241	-51.177	-43.564	
000552	靖远煤电	5.79	3.84	50426492	189329088	0.069	0.056	0.027	0.164	0.193	0.317	0.281	98.618	70.815	
000553	沙隆达Ａ	1.91	13.32	5653743	74711760	0.165	0.264	-0.199	-1.033	0.032	0.357	0.381	7.966	11.611	
000554	泰山石油	1.57	7.78	7271796	56389804	-0.199	-0.200	0.001	-1.370	-0.398	-0.178	-0.233	1.158	3.251	
000555	神州信息					-0.057	-0.138	0.163	-0.001	0.068	-0.001	-0.077	9.114	7.075	
000557	西部创业					-0.212	-0.106	-0.211	-2.737	-2.351	-0.475	-0.092	145.540	145.209	
000558	莱茵体育	1.09	6.47	9625477	61845972	-0.242	-0.106	-0.271	-2.041	-1.037	-0.351	-0.082	-74.288	-51.238	
000559	万向钱潮	0.10	9.86	9415514	92323024	0.059	0.168	-0.218	-1.006	-0.065	0.211	0.410	49.754	58.882	
000560	昆百大Ａ	1.32	8.42	1283017	10722502	-0.088	-0.047	-0.083	-1.060	-0.282	-0.030	0.005	-1.032	-2.260	
000561	烽火电子	1.83	9.45	3680592	34334860	-0.106	-0.006	-0.201	-1.475	-0.407	0.079	0.202	11.664	18.485	
000563	陕国投Ａ	7.65	5.77	157531536	888749824	0.097	0.042	0.109	0.428	0.293	0.303	0.215	194.311	104.697	
000564	供销大集	5.65	7.11	23428256	164289520	0.025	-0.045	0.140	0.475	-0.085	-0.007	-0.111	29.016	12.464	
000565	渝三峡Ａ	-0.21	9.66	7826250	74820216	0.021	0.044	-0.046	-0.757	-0.047	0.189	0.186	28.834	33.694	
000566	海南海药	-0.98	13.14	3832051	50042500	0.042	0.029	0.027	-1.372	-0.253	0.062	0.010	21.251	28.854	
000567	海德股份	-0.55	27.05	7502467	195844096	0.585	0.547	0.076	-0.344	0.186	0.414	0.454	-3.249	0.395	
000568	泸州老窖	1.13	48.51	7155740	343471136	0.060	0.301	-0.483	-0.565	-0.269	-0.003	0.093	8.908	9.185	
000570	苏常柴Ａ	2.86	7.19	7552963	53270048	0.040	0.017	0.044	-0.199	-0.021	0.147	0.106	26.764	21.266	
000571	新大洲Ａ					0.035	-0.026	0.122	0.359	-0.043	-0.020	-0.125	15.314	-2.189	
000572	海马汽车	-0.42	4.77	11185228	53087868	-0.062	-0.024	-0.075	-0.933	-0.251	-0.063	0.001	2.507	15.790	
000573	粤宏远Ａ	0.84	5.98	4525965	26792578	-0.127	-0.085	-0.085	-0.943	-0.469	-0.212	-0.117	-27.511	-31.227	
000576	广东甘化	1.84	16.58	7564642	123989344	-0.138	-0.110	-0.056	-1.220	-0.840	-0.150	-0.109	7.333	-0.056	
000581	威孚高科	-0.40	24.65	13440870	329371136	0.548	0.704	-0.311	-0.637	0.202	0.459	0.601	107.122	109.147	
000582	北部湾港	2.08	11.78	9419767	109730976	-0.043	-0.136	0.186	-0.610	-0.235	-0.024	-0.197	26.444	38.307	
000584	友利控股	-2.02	12.60	8087400	102205128	0.160	0.263	-0.206	-0.630	0.023	0.236	0.361	15.390	21.332	
000585	东北电气	-0.19	5.28	9401152	49282680	-0.228	-0.266	0.075	-0.445	-0.792	-0.703	-0.768	-20.875	-36.063	
000586	汇源通信	0.83	21.93	1261983	27647512	0.849	0.707	0.286	0.545	0.513	0.679	0.532	10.408	9.738	
000587	金洲慈航	2.70	7.98	31088138	245078480	0.123	0.082	0.082	0.182	0.174	0.203	0.116	61.699	44.341	
000589	黔轮胎Ａ	1.32	5.38	7708993	40998124	0.007	0.034	-0.054	-0.436	-0.004	0.129	0.156	29.046	31.794	
000590	启迪古汉	1.91	15.97	1394484	21805362	-0.241	-0.238	-0.005	-0.299	-0.447	-0.225	-0.190	1.538	2.144	
000591	太阳能	1.35	5.24	8422428	43695948	-0.044	-0.048	0.007	-0.768	-0.164	-0.055	-0.148	-8.505	-7.726	
000592	平潭发展	1.80	5.10	11061716	56006788	-0.063	-0.002	-0.122	-0.957	-0.483	-0.027	0.153	-2.078	11.495	
000593	大通燃气	1.36	8.18	1677482	13656815	-0.086	-0.017	-0.138	-1.211	-0.150	0.002	0.066	1.211	4.080	
000595	*ST宝实	0.43	4.68	14168706	64968060	0.044	0.038	0.012	-0.186	0.414	0.401	0.405	38.946	68.634	
000596	古井贡酒	0.17	47.07	2338733	108154456	-0.454	-0.146	-0.617	-0.875	-0.373	-0.102	0.020	-4.958	-3.535	
000597	东北制药	-0.91	10.90	14205707	153661984	0.151	0.179	-0.055	-0.145	0.334	0.347	0.297	11.979	21.836	
000598	兴蓉环境	0.18	5.57	22049818	122934032	0.017	0.032	-0.030	-0.070	0.115	0.114	0.129	44.702	51.200	
000599	青岛双星	1.26	6.44	4840670	30768630	-0.074	-0.031	-0.086	-1.205	-0.420	-0.069	-0.010	-3.234	1.579	
000600	建投能源	0.39	10.38	24270694	248673872	-0.576	-0.334	-0.483	-2.744	-1.549	-0.606	-0.330	-100.699	-52.097	
000601	韶能股份	2.05	6.98	3494151	24936768	0.018	0.019	-0.001	-0.286	-0.061	0.099	0.120	8.301	7.950	
000603	盛达矿业	1.25	12.95	3520224	45226640	0.091	0.180	-0.178	-0.574	0.133	0.270	0.339	10.796	16.967	
000605	渤海股份	1.81	25.27	13304410	333688064	-1.048	-0.556	-0.985	-2.071	-1.476	-0.386	-0.187	40.826	52.603	
000606	神州易桥					-0.029	-0.007	-0.044	-0.246	0.064	0.036	0.122	7.040	6.311	
000607	华媒控股	0.28	7.08	3351500	23664308	-0.094	-0.037	-0.115	-1.078	-0.466	-0.075	0.023	0.193	1.447	
000608	阳光股份	0.97	7.25	2102287	15079433	-0.205	-0.195	-0.022	-0.835	-0.771	-0.451	-0.438	-17.493	-17.667	
000609	绵石投资	1.77	14.37	1577001	22524152	-0.135	-0.062	-0.147	-0.697	-0.331	-0.036	0.055	5.744	6.495	
000610	西安旅游					-0.563	-0.608	0.089	-0.911	-1.340	-0.785	-0.797	-6.305	-10.178	
000611	天首发展	-2.82	7.92	6961197	55602860	-0.206	-0.010	-0.393	-1.735	0.449	-0.159	0.094	-3.071	16.406	
000612	焦作万方	1.30	8.54	7509621	63682492	0.156	0.131	0.050	0.017	0.419	0.403	0.302	40.315	36.697	
000613	*ST东海A					0.074	0.037	0.073	0.930	0.229	0.054	-0.037	5.529	6.163	
000615	京汉股份	-2.22	11.00	26809214	296513664	-1.094	-0.850	-0.488	-2.446	-1.666	-0.950	-0.755	-113.166	-95.577	
000616	海航投资	0.00	4.13	11997335	49216836	-0.060	-0.046	-0.028	-0.437	-0.261	-0.142	-0.118	-3.746	-0.022	
000617	中油资本	1.74	15.80	2670873	41972344	0.159	0.157	0.004	-0.314	0.320	0.294	0.233	10.861	10.724	
000619	海螺型材	1.21	9.17	3924598	35683228	-0.020	-0.011	-0.017	-0.264	0.031	0.067	0.047	11.699	13.203	
000620	新华联	1.06	6.67	3519540	23290940	-0.095	-0.063	-0.062	-0.541	-0.044	-0.135	-0.106	-1.857	-22.837	
000622	恒立实业	1.82	5.59	2776426	15364352	-0.198	-0.122	-0.152	-1.310	-0.629	-0.338	-0.182	-9.767	-9.119	
000623	吉林敖东	-0.49	22.51	10478862	234540528	0.198	0.256	-0.117	-0.148	0.068	0.151	0.196	17.138	23.635	
000625	长安汽车	1.84	14.41	44140920	631276928	0.070	0.092	-0.045	-0.114	-0.075	0.068	0.139	71.756	49.162	
000626	远大控股	4.12	17.18	3651153	61058948	-0.036	0.301	-0.673	-1.616	-0.254	0.237	0.511	6.319	14.521	
000627	天茂集团	3.00	9.95	112863736	1109201792	0.557	0.415	0.284	1.357	1.070	0.957	0.743	411.424	287.604	
000628	高新发展	10.03	10.75	16052840	168307584	0.095	0.038	0.115	0.294	-0.143	0.072	0.102	28.223	14.051	
000630	铜陵有色	2.79	2.95	179789248	525889568	0.049	0.050	-0.002	0.138	0.268	0.310	0.303	679.257	621.915	
000631	顺发恒业	0.75	4.05	7915909	31686690	-0.053	-0.017	-0.072	-0.870	-0.245	-0.083	0.022	-29.078	-22.360	
000632	三木集团	1.37	5.91	7794536	45189824	-0.106	-0.066	-0.081	-0.778	-0.287	-0.110	-0.025	-5.070	-2.293	
000633	合金投资					-0.009	-0.075	0.131	0.152	0.277	0.016	-0.092	8.169	4.103	
000635	英 力 特	7.45	21.06	24878512	503229824	0.633	0.113	1.040	1.482	0.592	0.477	0.091	81.191	49.445	
000636	风华高科	2.44	8.40	10043160	83284112	0.078	0.137	-0.119	-0.949	-0.014	0.279	0.359	56.442	58.646	
000637	茂化实华	2.84	6.88	8425990	56964048	0.103	0.096	0.012	-0.047	0.223	0.281	0.236	35.445	32.438	
