历史行情.指标排序沪深Ａ股 日期:2017-07-20,四 指标:MACD(12,26,9)   WR(14,28)   CCI(14)   OBV(30)   
代码   	名称	 涨幅%%	 收盘	成交量	总金额	  DIF	  DEA	  MACD	  WR1	  WR2	  CCI	  OBV	  MAOBV	
000031	中粮地产	0.27	7.36	10915028	80928504	-0.046	-0.014	-0.064	52.055	52.055	-54.038	69158488.0	68991864.0	
000032	深桑达Ａ					0.135	0.099	0.073	34.266	34.510	41.441	6833944.0	6794280.5	
000034	神州数码	-4.85	18.85	27615942	506681664	-0.359	0.141	-1.000	85.196	86.757	-238.120	11013626.0	11116599.0	
000035	中国天楹	-0.15	6.52	6162700	40176648	-0.086	-0.041	-0.089	57.143	58.000	-109.532	10929952.0	11167192.0	
000036	华联控股	6.32	10.26	79294064	798104960	0.277	0.164	0.227	16.489	14.220	250.020	41397948.0	39384548.0	
000037	深南电A	1.81	10.10	3328302	33221776	-0.028	0.006	-0.068	48.780	67.187	-31.841	10876743.0	10895594.0	
000038	深大通					-1.003	-0.936	-0.135	78.342	88.575	-236.297	2348405.0	2384673.5	
000039	中集集团	0.96	17.83	23669280	425628032	0.171	0.215	-0.087	29.921	28.497	111.169	27310546.0	26667620.0	
000040	东旭蓝天	-0.56	12.45	2598692	32451926	-0.052	0.053	-0.210	65.882	65.882	-95.682	13958404.0	13945799.0	
000042	中洲控股	2.70	17.13	1416775	23930296	-0.149	-0.212	0.126	4.854	32.414	268.061	7976677.5	7947855.5	
000043	中航地产	2.09	10.74	7154952	76615640	0.255	0.284	-0.059	34.239	29.717	-13.407	23375100.0	23038360.0	
000045	深纺织Ａ	3.51	10.90	7677830	83577208	-0.320	-0.191	-0.259	60.733	70.000	-68.586	10395457.0	10406795.0	
000046	泛海控股	3.25	8.57	13858077	117482048	-0.018	-0.021	0.005	29.032	30.882	132.164	26318144.0	26194824.0	
000048	康达尔	1.39	25.45	292248	7485006	-0.438	-0.322	-0.232	64.394	64.394	-34.438	6335868.5	6343081.0	
000049	德赛电池	1.11	52.98	4224247	223462032	-0.232	-0.069	-0.327	59.620	57.834	-16.720	6061309.5	5974675.5	
000050	深天马Ａ	-0.55	21.84	41204776	908950272	0.790	0.719	0.142	17.081	9.306	211.083	31454058.0	29718402.0	
000055	方大集团	0.71	7.14	6965205	49458732	-0.098	-0.095	-0.008	63.492	67.143	-51.852	13742750.0	13538801.0	
000056	皇庭国际	1.65	12.91	3196050	41223884	0.236	0.167	0.138	11.207	7.182	189.763	5885713.0	5782196.5	
000058	深 赛 格	0.95	7.46	4885300	36902188	-0.169	-0.075	-0.188	79.085	80.606	-83.166	25235512.0	25220788.0	
000059	华锦股份	1.80	11.86	126845584	1544355328	0.364	0.267	0.194	34.532	30.476	236.998	29831246.0	27150622.0	
000060	中金岭南	0.42	11.92	84369504	1005649664	0.290	0.283	0.015	17.037	11.735	188.827	59046924.0	55225572.0	
000061	农 产 品					-0.069	-0.095	0.053	22.951	41.379	13.283	25037628.0	24955562.0	
000062	深圳华强					-0.895	-0.682	-0.427	67.760	80.399	-119.545	17084364.0	17150762.0	
000063	中兴通讯	4.01	23.58	96716576	2287340288	0.459	0.625	-0.333	16.858	23.383	110.769	66718560.0	65720556.0	
000065	北方国际	8.21	25.31	16375600	409654048	-0.410	-0.434	0.048	9.929	21.281	52.044	7963599.0	7784396.0	
000066	中国长城	0.22	9.21	22254260	205485872	0.109	0.135	-0.051	59.048	40.523	-46.426	18013164.0	15990224.0	
000068	华控赛格	-2.42	6.44	7971957	52018456	-0.164	-0.137	-0.054	64.211	68.224	-60.822	5000135.0	5125730.0	
000069	华侨城Ａ	0.32	9.43	42897360	407394144	0.047	0.140	-0.185	62.500	61.481	-48.709	90223456.0	89478856.0	
000070	特发信息	6.68	10.86	10416881	111737992	-0.310	-0.218	-0.182	45.588	57.795	-27.112	5895060.0	6135855.0	
000078	海王生物	0.00	6.09	14667289	89391864	0.027	0.042	-0.029	61.224	54.545	-35.008	35117772.0	34495264.0	
000088	盐 田 港	-0.84	9.42	17718706	168599328	-0.249	-0.137	-0.223	79.333	88.849	-94.877	49217420.0	49360716.0	
000089	深圳机场	-0.11	9.08	12433972	112375888	-0.054	0.011	-0.130	75.490	75.490	-92.657	22848748.0	22955248.0	
000090	天健集团	1.32	11.52	22801364	265022688	0.195	0.262	-0.134	60.947	50.244	-5.064	15968263.0	15310048.0	
000096	广聚能源	0.21	14.25	1064720	15179235	-0.240	-0.205	-0.070	40.097	43.119	-19.405	19886772.0	19906790.0	
000099	中信海直					-0.284	-0.228	-0.112	79.375	83.902	-78.241	26564356.0	26695574.0	
000100	TCL 集团					-0.010	0.001	-0.023	85.714	85.714	-113.802	280137600.0	281338048.0	
000150	宜华健康	-0.04	24.21	765300	18600040	-0.204	-0.215	0.023	37.255	37.255	-34.597	6768027.5	6810297.0	
000151	中成股份	-0.46	17.31	4278192	74277408	-0.529	-0.331	-0.396	72.148	79.302	-96.561	17978944.0	18304158.0	
000153	丰原药业	0.00	9.65	5038003	48614344	-0.830	-0.485	-0.690	91.422	91.422	-85.677	9775448.0	10165073.0	
000156	华数传媒	0.57	14.17	1553972	21970370	-0.206	-0.127	-0.157	71.429	73.228	-94.403	3545798.8	3579054.5	
000157	中联重科	-0.42	4.74	53813696	255416832	0.065	0.043	0.045	12.500	10.000	192.600	134638480.0	133387768.0	
000158	常山股份	1.11	10.90	16630154	180367008	-0.230	-0.066	-0.328	74.590	74.590	-103.921	21460398.0	21225066.0	
000159	国际实业	0.00	6.36	6703311	42794944	-0.113	-0.050	-0.127	73.451	75.000	-101.288	24630390.0	24377884.0	
