历史行情.指标排序沪深Ａ股 日期:2017-07-18,二 指标:MACD(12,26,9)   WR(14,28)   CCI(14)   OBV(30)   
代码   	名称	 涨幅%%	 收盘	成交量	总金额	  DIF	  DEA	  MACD	  WR1	  WR2	  CCI	  OBV	  MAOBV	
002246	北化股份					0.535	0.283	0.505	4.746	2.991	140.400	3566879.0	1430398.8	
002247	帝龙文化	-0.41	12.23	3211982	38793760	-0.335	-0.271	-0.128	60.541	72.137	-105.274	-673064.1	-348957.1	
002248	*ST东数					-0.203	-0.238	0.069	61.111	64.341	-78.658	103538.3	51796.28	
002249	大洋电机	1.75	6.39	8779413	55786316	-0.011	0.028	-0.077	66.667	66.667	-152.162	937591.6	563189.5	
002250	联化科技	-0.50	13.89	2608603	36022072	0.046	0.138	-0.184	81.290	81.290	-138.039	59646.38	32385.83	
002251	步 步 高	1.52	12.03	3895078	46669320	-0.009	0.062	-0.143	68.323	68.323	-152.679	145582.2	191444.5	
002252	上海莱士													
002253	川大智胜	0.51	21.61	2920094	62770024	-0.293	-0.047	-0.492	84.392	84.392	-171.544	174200.4	189683.4	
002254	泰和新材	0.71	12.72	6883901	87443768	0.013	0.070	-0.115	85.185	83.636	-182.454	451061.0	176357.1	
002255	海陆重工					0.000	0.000	0.000				0.000		
002256	兆新股份					-0.167	-0.109	-0.115	76.768	83.803	-221.517	-655273.3		
002258	利尔化学	4.20	13.39	7148984	93776264	0.206	0.149	0.115	3.279	2.286	153.964	339341.2	163193.9	
002259	升达林业	-0.83	7.17	6011459	42949424	0.140	0.109	0.062	57.353	50.649	-16.904	-308154.0	-450539.8	
002260	德奥通航													
002261	拓维信息	-9.02	9.38	76111712	708199232	-0.346	-0.069	-0.555	97.238	97.238	-291.491	-817065.3	568774.5	
002262	恩华药业	2.59	14.64	3632150	52072988	0.091	0.185	-0.188	44.586	44.103	-59.164	435143.5	335501.2	
002263	大 东 南													
002264	新 华 都					0.000	-0.001	0.003	30.233	30.233		4879.828		
002265	西仪股份	4.33	19.99	12061208	231828480	0.395	0.360	0.069	49.860	42.584	-23.647	1719177.3	1028134.6	
002266	浙富控股	-0.22	4.63	10350938	47732040	-0.042	-0.011	-0.062	86.957	86.957	-238.523	-916226.3	-416703.2	
002267	陕天然气	-0.12	8.32	2327000	19357132	-0.024	0.033	-0.113	89.474	92.771	-225.763	233212.4	302307.3	
002268	卫 士 通	-4.50	13.80	11157162	152931552	-0.629	-0.363	-0.532	86.385	87.419	-275.821	-440609.4	-93056.50	
002269	美邦服饰	2.24	3.65	8162905	29366506	-0.035	-0.026	-0.019	66.667	66.667	-198.760	-57288.78	-138152.5	
002270	华明装备	0.00	9.80	1513595	14720956	-0.172	-0.072	-0.199	80.392	80.645	-227.141	23333.62	68160.63	
002271	东方雨虹	-4.83	35.50	12706006	453490464	0.735	0.959	-0.447	66.939	66.939	-200.819	466039.3	507830.0	
002272	川润股份	1.42	6.45	4930051	31357822	-0.035	-0.007	-0.056	77.876	77.876	-187.994	-100521.8	-324430.3	
002273	水晶光电	0.93	20.65	9857193	201504208	0.105	0.180	-0.150	70.909	66.102	-116.007	155442.7	-18623.56	
002274	华昌化工	1.21	7.55	3649019	27328944	0.063	0.123	-0.121	70.588	56.911	-216.260	480048.6	273493.1	
002275	桂林三金	1.65	16.66	840926	13900307	-0.134	0.004	-0.275	80.392	80.392	-182.919	944.660	16068.30	
002276	万马股份	0.75	9.46	5000990	47014112	-0.167	-0.074	-0.186	89.610	91.534	-197.266	14202.38	322494.0	
