历史行情.指标排序沪深Ａ股 日期:2017-07-21,五 指标:MACD(12,26,9)   EMV(14,9)   TRIX(12,9)   WVAD(24,6)   
代码   	名称	 涨幅%%	 收盘	成交量	总金额	  DIF	  DEA	  MACD	  EMV	  MAEMV	  TRIX	  MATRIX	  WVAD	  MAWVAD	
000048	康达尔	-1.85	24.98	267426	6692005	-0.468	-0.351	-0.234	-0.766	-0.848	-0.205	-0.097	-1.681	-1.473	
000049	德赛电池	-0.28	52.83	3269972	172924144	-0.194	-0.094	-0.200	0.133	0.055	-0.033	0.062	4.228	1.288	
000050	深天马Ａ	4.38	22.86	56423368	1288514560	0.896	0.755	0.282	0.619	0.382	0.638	0.656	205.668	155.760	
000055	方大集团	-1.68	7.02	9187201	64845168	-0.101	-0.096	-0.011	-0.541	-0.423	-0.159	-0.110	-9.096	-1.633	
000056	皇庭国际	0.39	12.96	1847950	23822340	0.263	0.186	0.154	0.291	0.298	0.303	0.221	8.447	6.223	
000058	深 赛 格	-0.13	7.45	2897373	21550232	-0.178	-0.096	-0.165	-1.200	-0.791	-0.244	-0.003	-4.644	4.715	
000059	华锦股份	3.37	12.26	100189336	1221552000	0.431	0.300	0.262	0.712	0.589	0.573	0.443	238.067	184.542	
000060	中金岭南	1.34	12.08	74963624	904937472	0.317	0.290	0.054	0.116	0.071	0.414	0.460	270.118	211.451	
000061	农 产 品					-0.069	-0.095	0.053	0.035	0.059	-0.028	-0.050	16.296	12.020	
000062	深圳华强					-0.895	-0.682	-0.427	-1.119	-0.895	-0.491	-0.394	-18.021	-13.621	
000063	中兴通讯	0.34	23.66	69648936	1668504064	0.476	0.595	-0.238	-0.089	-0.167	0.276	0.429	122.690	156.524	
000065	北方国际	-1.22	25.00	6637781	166262208	-0.295	-0.406	0.221	-0.531	-0.570	-0.219	-0.147	5.617	-4.069	
000066	中国长城	-0.33	9.18	16081584	148212592	0.100	0.128	-0.056	-0.381	0.033	0.286	0.383	100.875	102.382	
000068	华控赛格	-2.02	6.31	4680544	29640140	-0.176	-0.145	-0.062	-0.965	-0.626	-0.322	-0.218	-5.301	-1.051	
000069	华侨城Ａ	0.32	9.46	38831692	370004448	0.041	0.120	-0.158	-0.360	-0.289	0.054	0.241	37.810	39.281	
000070	特发信息	-2.95	10.54	4778460	50887664	-0.303	-0.235	-0.135	-1.069	-1.208	-0.448	-0.253	-14.892	-12.311	
000078	海王生物	-0.99	6.03	13092313	79098736	0.018	0.037	-0.038	-0.153	-0.063	0.085	0.124	28.239	32.315	
000088	盐 田 港	-2.23	9.21	15757260	145730448	-0.275	-0.165	-0.220	-1.397	-1.423	-0.446	-0.261	-71.516	-22.064	
000089	深圳机场	1.10	9.18	9450272	86392568	-0.053	-0.002	-0.102	-0.287	-0.216	-0.075	0.056	12.009	6.342	
000090	天健集团	-1.22	11.38	16952596	194135520	0.170	0.243	-0.147	-0.017	0.323	0.298	0.394	55.811	70.708	
000096	广聚能源	0.07	14.26	881000	12498351	-0.222	-0.209	-0.027	-0.497	-0.466	-0.242	-0.164	-3.824	-3.460	
000099	中信海直					-0.284	-0.228	-0.112	-1.540	-1.069	-0.359	-0.244	-18.692	-15.225	
000100	TCL 集团					-0.010	0.001	-0.023	-0.354	-0.102	-0.007	0.019	175.145	187.543	
000150	宜华健康	5.78	25.61	4029651	101811856	-0.090	-0.190	0.201	-0.288	-0.323	-0.079	-0.103	1.360	-1.608	
000151	中成股份	3.35	17.89	7074586	127311792	-0.500	-0.365	-0.270	-0.635	-0.864	-0.399	-0.218	-25.722	-22.583	
000153	丰原药业	-0.21	9.63	4435728	42860784	-0.865	-0.561	-0.607	-1.254	-0.910	-0.966	-0.419	2.798	8.761	
000156	华数传媒	0.92	14.30	1935659	27538894	-0.199	-0.141	-0.114	-0.382	-0.341	-0.163	-0.048	-7.894	-4.647	
000157	中联重科	1.05	4.79	73821376	355572224	0.075	0.049	0.051	0.467	0.216	0.212	0.147	256.413	204.818	
000158	常山股份	-2.57	10.62	13022017	140627888	-0.269	-0.107	-0.325	-2.076	-1.340	-0.303	-0.045	-32.803	-1.935	
000159	国际实业	1.10	6.43	8074524	51794728	-0.120	-0.064	-0.112	-0.623	-0.310	-0.105	0.090	14.754	25.627	
000166	申万宏源	-0.51	5.84	37254476	218518320	0.058	0.042	0.032	0.274	0.195	0.154	0.125	132.571	100.333	
000301	东方市场					-0.002	0.008	-0.020	-0.197	-0.042	0.027	0.065	33.788	36.168	
000333	美的集团	-0.83	41.90	29503966	1242799360	0.465	0.735	-0.539	-0.016	-0.135	0.140	0.290	33.467	48.076	
000338	潍柴动力	-0.72	6.91	120764696	839855808	0.261	0.256	0.009	0.258	0.294	0.635	0.684	184.661	244.953	
000400	许继电气	0.06	17.08	4201495	71667416	0.025	0.161	-0.272	-0.678	-0.151	0.119	0.292	27.368	25.395	
000401	冀东水泥	0.19	15.61	41224360	644959104	-0.252	-0.218	-0.067	-0.552	-0.154	-0.141	-0.105	139.257	70.473	
000402	金 融 街	-1.78	12.15	26836596	326613824	0.191	0.137	0.108	0.118	0.028	0.200	0.124	84.084	74.961	
000403	ST生化					0.407	0.023	0.769	0.824	0.392	0.179	-0.043	6.674	5.795	
000404	华意压缩	-0.14	7.29	8710752	63543820	-0.162	-0.106	-0.112	-0.980	-0.559	-0.213	-0.043	-5.570	-3.690	
000407	胜利股份	-2.25	7.83	6550657	51616436	-0.454	-0.320	-0.268	-1.691	-1.128	-0.658	-0.409	-59.824	-50.265	
000408	藏格控股	-2.94	13.88	3430652	47975596	-0.022	-0.060	0.077	-0.080	-0.153	-0.026	-0.013	9.225	6.079	
000409	山东地矿	-1.97	6.95	8096341	56741396	-0.748	-0.524	-0.446	-2.178	-1.353	-1.039	-0.500	-7.378	-3.966	
000410	*ST沈机	-1.86	8.44	9034628	76607472	0.300	0.240	0.119	1.251	0.996	0.709	0.570	12.991	12.146	
000411	英特集团	1.40	20.99	591341	12431930	-0.198	-0.105	-0.186	-0.394	-0.127	-0.084	-0.001	1.041	0.603	
000413	东旭光电	-0.98	11.07	84039440	939254656	0.085	0.188	-0.206	-0.398	-0.247	0.211	0.470	389.972	319.345	
000415	渤海金控	-1.98	6.94	31294016	219330448	0.094	0.084	0.020	0.317	0.288	0.236	0.256	93.293	83.949	
000416	民生控股	6.05	8.77	27196030	235687440	-0.017	-0.069	0.103	0.306	-0.159	-0.093	-0.042	17.957	1.324	
000417	合肥百货	0.24	8.35	4551690	38096336	0.038	0.058	-0.040	-0.105	0.116	0.127	0.202	21.892	19.733	
000418	小天鹅Ａ	-1.93	44.12	1886642	83540200	-0.658	-0.500	-0.315	-0.455	-0.360	-0.251	-0.212	-9.688	-9.284	
000419	通程控股	0.30	6.73	2481141	16666498	-0.061	-0.041	-0.041	-0.611	-0.395	-0.092	0.014	2.218	4.565	
000420	吉林化纤	-2.31	3.38	19344526	65643920	0.078	0.047	0.061	0.391	0.341	0.399	0.214	106.161	111.537	
000421	南京公用	-0.28	7.00	2145698	15027189	-0.057	-0.031	-0.054	-0.432	-0.386	-0.078	0.037	3.571	4.892	
000422	湖北宜化	4.67	6.73	61580276	406950816	0.154	0.106	0.096	0.516	0.367	0.366	0.308	189.418	150.420	
000423	东阿阿胶	-1.12	66.45	6109097	407468480	-0.540	-0.296	-0.489	-0.256	-0.393	-0.168	-0.066	-7.726	-10.001	
000425	徐工机械	0.51	3.97	74734056	296813888	0.086	0.081	0.010	0.241	0.365	0.389	0.409	425.820	361.386	
000426	兴业矿业	0.41	9.71	24949380	240348288	0.316	0.295	0.043	-0.279	0.043	0.529	0.574	104.427	84.512	
000428	华天酒店	1.46	4.86	5020996	24188306	-0.103	-0.078	-0.050	-0.727	-0.500	-0.227	-0.092	0.373	-0.592	
000429	粤高速Ａ	-1.87	8.93	26799564	241607408	0.127	0.049	0.156	0.175	-0.221	0.074	-0.078	5.728	3.593	
000430	张家界	0.20	10.20	809545	8261704	-0.117	-0.069	-0.096	-0.566	-0.466	-0.139	-0.027	0.168	3.741	
000488	晨鸣纸业	6.30	16.37	60815028	969316096	0.938	0.845	0.186	1.393	1.319	1.094	1.073	321.434	256.184	
000498	山东路桥	-0.60	8.25	11675320	96707944	0.315	0.208	0.215	0.775	0.527	0.628	0.355	90.622	82.573	
000501	鄂武商Ａ	2.60	17.38	7349497	126055512	-0.075	0.010	-0.172	-0.670	-0.522	-0.101	0.047	14.255	4.778	
000502	绿景控股	0.36	11.01	1781213	19714884	-0.467	-0.343	-0.248	-1.212	-0.835	-0.438	-0.224	-9.009	-4.226	
000503	海虹控股					-2.068	-1.510	-1.118	-2.046	-1.169	-0.637	-0.493	-29.618	-7.885	
000504	南华生物	-1.40	19.70	2072094	41150484	-0.195	0.203	-0.794	-1.626	-0.272	-0.027	0.265	-5.082	-4.481	
000505	珠江控股	-1.96	9.50	2552050	24418844	-0.137	-0.148	0.024	-0.470	-0.422	-0.177	-0.185	-10.021	-4.239	
000506	中润资源					-0.304	-0.158	-0.293	-1.592	-1.178	-0.386	-0.140	21.467	25.998	
000507	珠海港	-2.65	10.64	38127720	409199584	-0.263	-0.016	-0.494	-2.136	-1.600	-0.338	0.020	-143.975	-9.909	
000509	华塑控股					-0.067	-0.066	-0.002	-1.107	-0.408	-0.127	-0.117	0.296	1.703	
000510	金路集团	-1.46	10.15	18416412	187950928	0.472	0.444	0.056	-0.037	0.510	0.926	0.955	128.094	146.044	
000513	丽珠集团	3.05	50.30	3067084	152608976	0.012	0.163	-0.302	-0.115	-0.129	-0.038	0.050	-3.629	-5.136	
000514	渝 开 发	-2.71	8.63	23641828	206472352	0.323	0.199	0.246	0.541	0.551	0.620	0.295	65.560	77.704	
000516	国际医学	-1.16	5.11	10296642	52829624	-0.157	-0.131	-0.053	-0.932	-0.753	-0.357	-0.211	-48.493	-50.982	
000517	荣安地产	-0.86	4.59	10766598	49420272	-0.041	-0.043	0.004	-0.402	-0.469	-0.151	-0.079	6.953	1.535	
000518	四环生物	2.32	7.93	6887170	54356932	0.119	0.112	0.013	-0.317	0.151	0.283	0.311	16.217	11.424	
000519	中兵红箭	1.99	12.33	21433284	262086752	-0.166	-0.033	-0.266	-0.933	-0.450	-0.021	0.232	55.503	53.742	
000520	长航凤凰	0.18	5.58	6757959	37794124	-0.110	-0.093	-0.034	-0.616	-0.502	-0.235	-0.154	-3.163	-2.575	
000521	美菱电器	0.84	6.03	6364576	38370168	-0.072	-0.028	-0.088	-0.805	-0.553	-0.120	0.074	-23.006	-25.690	
000523	广州浪奇	-1.26	9.43	3519900	33242090	-0.083	-0.046	-0.074	-0.621	-0.345	-0.080	0.022	1.949	7.614	
000524	岭南控股	-0.32	12.35	1447000	17905102	-0.105	-0.060	-0.089	-0.789	-0.407	-0.066	0.014	0.141	-0.990	
000525	红 太 阳	1.61	18.98	5571291	105313648	0.328	0.302	0.053	-0.092	0.121	0.308	0.366	22.079	16.411	
000526	*ST紫学	-0.60	31.46	1057016	33327360	-0.237	-0.882	1.289	-0.226	-0.042	-0.194	-0.642	-4.212	-4.093	
000528	柳 工	1.84	9.42	34127772	321036160	0.268	0.218	0.100	0.327	0.312	0.455	0.406	131.882	93.300	
000529	广弘控股	0.37	8.18	2247008	18353720	-0.280	-0.167	-0.227	-1.116	-0.502	-0.303	-0.107	-3.298	-5.037	
000530	大冷股份	-0.56	7.15	6507966	46542828	0.035	0.085	-0.100	-0.531	-0.196	0.197	0.345	4.629	1.189	
000531	穗恒运Ａ					-0.178	-0.088	-0.179	-0.647	-0.390	-0.176	0.001	-8.255	-3.363	
000532	华金资本	-0.64	12.50	3753700	46702480	-0.523	-0.350	-0.346	-1.790	-1.225	-0.474	-0.188	-8.222	-9.375	
000533	万 家 乐	-1.20	10.68	2387221	25615990	0.099	0.150	-0.101	-0.403	0.102	0.233	0.334	37.475	36.867	
000534	万泽股份	0.91	11.10	958101	10539467	-0.399	-0.360	-0.079	-0.749	-0.960	-0.532	-0.427	-6.984	-6.714	
000536	华映科技	1.90	5.37	6661385	35466140	-0.135	-0.087	-0.097	-1.137	-0.739	-0.264	-0.080	-10.336	-7.382	
000537	广宇发展	2.54	7.66	6160589	46963456	-0.185	-0.135	-0.100	-0.769	-0.760	-0.331	-0.131	-12.233	-19.413	
000538	云南白药	-0.82	90.85	2327293	211720592	-0.262	-0.214	-0.096	0.020	-0.251	-0.110	-0.079	-4.079	-7.337	
000539	粤电力Ａ	-1.46	5.39	10444972	56625712	0.021	0.011	0.020	0.147	0.011	0.048	0.041	11.682	7.541	
000540	中天金融	0.37	8.11	215431648	1749226240	0.358	0.215	0.285	0.958	0.427	0.614	0.379	718.948	439.569	
000541	佛山照明	-0.67	8.90	4771700	42530976	-0.056	-0.022	-0.068	-0.203	-0.086	-0.049	0.020	-5.268	-1.615	
000543	皖能电力	-0.54	5.56	7931630	44361544	-0.061	-0.034	-0.054	-0.285	-0.261	-0.123	0.027	-9.377	-5.004	
000544	中原环保	-1.22	20.30	3369274	68888240	0.031	0.216	-0.371	-0.516	-0.228	0.085	0.274	16.850	18.877	
000545	金浦钛业	1.12	6.34	44851828	282295232	0.162	0.142	0.040	0.114	0.242	0.472	0.470	179.975	149.755	
000546	金圆股份	-2.51	11.25	19604628	221641424	0.148	0.131	0.034	-0.339	-0.226	0.208	0.274	29.577	28.845	
000547	航天发展	0.82	9.79	9892850	96570664	-0.218	-0.165	-0.106	-1.094	-0.754	-0.211	-0.039	-17.214	4.889	
000548	湖南投资	-2.08	8.01	13081691	105346176	0.143	0.077	0.132	0.325	0.225	0.289	0.165	69.799	61.572	
000550	江铃汽车	3.45	21.87	6391815	141557360	0.233	0.153	0.160	0.333	0.269	0.188	0.183	12.886	1.267	
000551	创元科技	0.23	8.68	4245060	36828656	-0.307	-0.240	-0.135	-1.106	-1.207	-0.517	-0.357	-30.215	-38.469	
000552	靖远煤电	0.25	3.97	45685952	182564384	0.114	0.080	0.068	0.408	0.246	0.439	0.334	163.634	120.286	
000553	沙隆达Ａ	-0.07	13.75	4091625	56257404	0.114	0.198	-0.168	-0.982	-0.346	0.222	0.366	14.583	11.102	
000554	泰山石油	1.00	8.12	12084354	97997200	-0.175	-0.193	0.037	-1.129	-0.730	-0.211	-0.192	13.731	4.062	
000555	神州信息					-0.057	-0.138	0.163	-0.001	0.068	-0.001	-0.077	9.114	7.075	
000557	西部创业					-0.212	-0.106	-0.211	-2.737	-2.351	-0.475	-0.092	145.540	145.209	
000558	莱茵体育	1.51	6.71	12923710	86637808	-0.284	-0.191	-0.186	-1.652	-1.416	-0.561	-0.279	-39.141	-53.540	
000559	万向钱潮	0.80	10.13	11312590	114069584	0.026	0.101	-0.150	-0.695	-0.446	0.069	0.272	43.890	50.247	
000560	昆百大Ａ	5.93	9.11	9657571	88107208	-0.063	-0.067	0.008	-0.658	-0.564	-0.094	-0.019	4.517	-0.841	
000561	烽火电子	1.78	9.72	3894441	37532592	-0.165	-0.080	-0.171	-1.181	-0.847	-0.112	0.113	7.426	11.417	
000563	陕国投Ａ	-0.84	5.90	89746104	531194048	0.188	0.103	0.169	0.744	0.407	0.508	0.310	352.467	229.701	
000564	供销大集	-2.68	6.91	9063029	63717540	0.094	0.018	0.151	0.385	0.180	0.179	-0.017	31.997	27.078	
000565	渝三峡Ａ	2.56	10.03	11058608	108746088	-0.016	0.015	-0.062	-0.905	-0.393	0.085	0.175	33.953	33.139	
000566	海南海药	-0.67	13.33	2204879	29430966	0.040	0.033	0.014	-1.187	-0.662	0.060	0.040	14.191	20.194	
000567	海德股份	-0.73	27.38	3531259	96655296	0.654	0.603	0.103	0.173	0.167	0.423	0.432	-3.848	-2.719	
000568	泸州老窖	0.06	51.38	6864323	354839072	0.455	0.314	0.282	0.087	-0.252	0.030	0.036	24.224	15.717	
000570	苏常柴Ａ	-1.68	7.60	12389840	94321120	0.121	0.056	0.130	0.211	0.045	0.235	0.149	43.440	32.617	
000571	新大洲Ａ					0.035	-0.026	0.122	0.359	-0.043	-0.020	-0.125	15.314	-2.189	
000572	海马汽车	-0.21	4.86	6154438	29908524	-0.085	-0.052	-0.067	-0.857	-0.499	-0.184	-0.050	1.945	9.108	
000573	粤宏远Ａ	0.64	6.32	7910052	49883008	-0.102	-0.100	-0.005	-0.478	-0.508	-0.259	-0.181	-18.229	-25.702	
000576	广东甘化	-0.18	16.70	3364247	55923336	-0.074	-0.101	0.054	-1.275	-1.142	-0.121	-0.129	4.357	3.506	
000581	威孚高科	3.49	27.00	31084250	829775424	0.694	0.670	0.048	0.015	-0.044	0.408	0.508	148.958	122.707	
000582	北部湾港	-1.95	12.08	14471636	177632288	0.030	-0.065	0.190	-0.221	-0.126	0.069	-0.081	41.658	38.611	
000584	友利控股	-1.22	12.96	4670002	60763536	0.136	0.206	-0.140	-0.415	-0.190	0.152	0.272	0.489	13.077	
000585	东北电气	5.33	5.53	23485092	128343776	-0.164	-0.228	0.127	0.366	-0.454	-0.552	-0.717	-5.893	-19.332	
000586	汇源通信	-0.91	21.70	1468279	32152228	0.793	0.764	0.058	0.420	0.588	0.682	0.627	9.860	10.259	
000587	金洲慈航	-1.34	8.08	21520642	174571056	0.184	0.127	0.115	0.329	0.218	0.321	0.191	81.667	68.160	
000589	黔轮胎Ａ	5.31	5.75	31668840	179663680	0.011	0.019	-0.015	-0.172	-0.099	0.055	0.135	48.206	32.969	
000590	启迪古汉	1.10	16.48	1949627	32223856	-0.125	-0.203	0.156	-0.031	-0.323	-0.174	-0.205	1.172	1.172	
000591	太阳能	-2.23	5.26	13842792	73223392	-0.044	-0.045	0.002	-0.503	-0.348	-0.066	-0.081	-4.156	-5.376	
000592	平潭发展	3.28	5.36	30696350	165665952	-0.065	-0.036	-0.060	-0.445	-0.665	-0.161	0.032	0.107	-6.687	
000593	大通燃气	-0.61	8.21	1927739	15867191	-0.143	-0.071	-0.144	-1.111	-0.539	-0.145	0.015	-3.784	-0.043	
000595	*ST宝实	-0.21	4.76	11934520	57374412	0.037	0.039	-0.004	-0.058	0.326	0.314	0.400	6.716	39.555	
000596	古井贡酒	1.73	48.83	3219278	157005328	-0.388	-0.289	-0.198	-0.477	-0.515	-0.150	-0.067	-0.328	-2.916	
000597	东北制药	0.36	11.11	8187381	90104072	0.060	0.132	-0.144	-0.087	0.228	0.216	0.311	13.737	16.777	
000598	兴蓉环境	0.00	5.70	18485440	105495200	0.016	0.024	-0.015	0.036	0.066	0.073	0.119	61.728	52.517	
000599	青岛双星	0.46	6.61	4858506	32112620	-0.082	-0.056	-0.051	-0.770	-0.593	-0.150	-0.051	-1.327	-5.011	
000600	建投能源	-1.61	10.40	25690000	269813152	-0.675	-0.491	-0.368	-2.030	-2.023	-0.824	-0.535	-63.877	-97.330	
000601	韶能股份	0.28	7.27	8073604	58727504	0.064	0.035	0.059	0.025	-0.097	0.131	0.114	17.844	13.526	
000603	盛达矿业	-1.29	14.50	12080961	176620688	0.274	0.203	0.143	0.022	0.004	0.283	0.317	11.009	13.742	
000605	渤海股份	-1.59	25.95	12921750	337972416	-1.193	-0.860	-0.665	-1.745	-1.565	-0.583	-0.328	29.253	35.575	
000606	神州易桥					-0.029	-0.007	-0.044	-0.246	0.064	0.036	0.122	7.040	6.311	
000607	华媒控股	-0.28	7.13	4189600	29900344	-0.126	-0.077	-0.097	-0.982	-0.676	-0.194	-0.047	-9.698	-2.042	
000608	阳光股份	0.00	7.41	1270943	9402363	-0.164	-0.187	0.045	-0.044	-0.598	-0.404	-0.441	-7.752	-13.160	
000609	绵石投资	5.64	15.36	4365046	66236004	-0.073	-0.088	0.031	-0.123	-0.494	-0.083	-0.001	12.291	8.021	
000610	西安旅游					-0.563	-0.608	0.089	-0.911	-1.340	-0.785	-0.797	-6.305	-10.178	
000611	天首发展	-2.00	7.86	5352416	42403196	-0.358	-0.160	-0.396	-2.854	-0.657	-0.472	-0.104	-14.762	-0.837	
000612	焦作万方	-1.16	9.39	21064876	196157408	0.294	0.195	0.196	0.283	0.308	0.520	0.402	78.959	60.481	
000613	*ST东海A					0.074	0.037	0.073	0.930	0.229	0.054	-0.037	5.529	6.163	
000615	京汉股份	-0.99	11.02	21386972	238474304	-1.205	-1.011	-0.388	-2.410	-2.030	-1.183	-0.899	-155.013	-125.655	
000616	海航投资	-1.62	4.24	18013890	76461544	-0.052	-0.051	-0.001	-0.108	-0.232	-0.168	-0.131	6.875	2.062	
000617	中油资本	-2.11	16.67	3837456	64274176	0.267	0.200	0.134	-0.121	0.114	0.307	0.289	16.282	13.814	
000619	海螺型材	0.96	9.51	4802104	45507696	-0.003	-0.010	0.013	-0.178	-0.042	0.045	0.060	15.216	13.790	
000620	新华联	0.00	6.77	2537030	17182410	-0.104	-0.082	-0.043	-0.362	-0.162	-0.193	-0.128	-10.802	-13.635	
000622	恒立实业	-1.23	5.64	2291900	13028844	-0.224	-0.169	-0.109	-1.051	-0.795	-0.488	-0.293	-11.568	-10.496	
000623	吉林敖东	0.52	23.42	24925548	584031744	0.300	0.268	0.064	-0.023	0.027	0.165	0.174	50.990	36.842	
000625	长安汽车	2.40	14.95	63688252	946603904	0.163	0.112	0.101	0.175	-0.059	0.106	0.101	153.883	87.608	
000626	远大控股	-0.47	17.12	1756500	30150818	-0.231	0.066	-0.593	-1.266	-0.850	-0.051	0.325	9.120	8.505	
000627	天茂集团	5.81	10.93	169299136	1799382912	0.732	0.539	0.387	1.889	1.247	1.211	0.909	620.301	424.044	
000628	高新发展	-6.85	11.28	26046340	299244992	0.435	0.202	0.467	0.167	-0.010	0.442	0.157	-11.471	15.051	
000630	铜陵有色	0.33	3.06	129853656	395771552	0.069	0.058	0.022	0.308	0.248	0.348	0.326	796.132	750.327	
000631	顺发恒业	0.00	4.11	5753114	23511300	-0.068	-0.041	-0.055	-0.811	-0.506	-0.199	-0.054	-28.944	-27.037	
000632	三木集团	0.66	6.10	6417311	39379160	-0.102	-0.085	-0.033	-0.377	-0.383	-0.191	-0.078	-6.050	-4.886	
000633	合金投资					-0.009	-0.075	0.131	0.152	0.277	0.016	-0.092	8.169	4.103	
