历史行情.指标排序沪深Ａ股 日期:2017-07-25,二 指标:MACD(12,26,9)   EMV(14,9)   TRIX(12,9)   WVAD(24,6)   
代码   	名称	 涨幅%%	 收盘	成交量	总金额	  DIF	  DEA	  MACD	  EMV	  MAEMV	  TRIX	  MATRIX	  WVAD	  MAWVAD	
000068	华控赛格	-1.26	6.29	2262482	14285560	-0.184	-0.158	-0.052	-0.872	-0.786	-0.364	-0.265	-9.296	-3.347	
000069	华侨城Ａ	-0.97	9.18	33117752	305077216	-0.003	0.080	-0.165	-0.353	-0.378	-0.017	0.152	28.233	40.470	
000070	特发信息	0.38	10.64	3233586	34545572	-0.272	-0.251	-0.041	-0.896	-1.225	-0.453	-0.345	-10.683	-12.839	
000078	海王生物	3.64	6.26	36177844	223194608	0.024	0.030	-0.013	-0.083	-0.090	0.060	0.112	52.244	32.678	
000088	盐 田 港	-1.27	9.33	10290890	96481704	-0.279	-0.205	-0.147	-1.148	-1.390	-0.492	-0.350	-87.194	-57.195	
000089	深圳机场	0.11	9.20	6876600	63022056	-0.048	-0.019	-0.058	-0.340	-0.289	-0.102	-0.001	20.273	13.214	
000090	天健集团	-1.68	11.68	16596998	194282656	0.185	0.223	-0.076	0.076	0.195	0.257	0.369	77.033	71.387	
000096	广聚能源	-0.85	14.07	493500	6986676	-0.209	-0.209	-0.000	-0.358	-0.503	-0.237	-0.201	-3.183	-3.285	
000099	中信海直	0.00	11.26	0	0	-0.279	-0.238	-0.081	-1.419	-1.150	-0.371	-0.272	-13.214	-16.058	
000100	TCL 集团	0.00	3.43	0	0	-0.014	-0.002	-0.024	-0.207	-0.117	-0.026	0.015	147.347	174.745	
000150	宜华健康	0.00	25.60	1698146	43668064	0.070	-0.108	0.355	-0.374	-0.383	-0.010	-0.082	5.608	0.570	
000151	中成股份	-1.55	17.74	4189102	74598984	-0.448	-0.397	-0.102	-0.825	-0.885	-0.416	-0.294	-21.444	-23.613	
000153	丰原药业	-0.73	9.49	3104114	29537056	-0.901	-0.681	-0.439	-1.252	-1.095	-1.142	-0.674	-1.952	3.906	
000156	华数传媒	0.63	14.39	2975191	42780820	-0.175	-0.156	-0.039	-0.287	-0.381	-0.182	-0.097	-1.220	-5.046	
000157	中联重科	-1.66	4.74	62217272	294709856	0.083	0.061	0.044	0.375	0.271	0.262	0.176	246.910	245.805	
000158	常山股份	-1.67	10.57	10965601	116720720	-0.310	-0.176	-0.269	-2.192	-1.754	-0.403	-0.164	-89.545	-24.081	
000159	国际实业	-0.94	6.35	5124204	32710152	-0.133	-0.088	-0.091	-0.761	-0.484	-0.194	0.013	11.088	17.953	
000166	申万宏源	-0.68	5.80	32121446	186787200	0.059	0.049	0.020	0.194	0.201	0.168	0.141	149.511	127.448	
000301	东方市场	0.00	5.05	0	0	-0.007	0.005	-0.023	-0.238	-0.083	0.013	0.056	35.091	37.282	
000333	美的集团	0.00	43.42	32736712	1417603456	0.620	0.683	-0.127	0.058	-0.148	0.134	0.222	26.263	51.354	
000338	潍柴动力	-2.02	6.78	101266712	689363520	0.238	0.252	-0.029	0.158	0.209	0.602	0.653	118.913	222.299	
000400	许继电气	-1.27	17.11	4221500	72518456	0.003	0.108	-0.208	-0.622	-0.359	0.050	0.220	29.578	27.801	
000401	冀东水泥	-1.66	15.36	37834360	581684544	-0.259	-0.231	-0.056	-0.831	-0.366	-0.171	-0.102	70.518	88.548	
000402	金 融 街	-2.91	12.00	26450144	319975168	0.187	0.158	0.057	0.314	0.091	0.233	0.152	81.053	92.801	
000403	ST生化	0.00	30.93	0	0	0.504	0.119	0.770	0.834	0.513	0.239	0.014	7.148	6.471	
000404	华意压缩	-1.09	7.28	8849665	64774952	-0.162	-0.125	-0.073	-0.964	-0.778	-0.269	-0.111	-1.931	-4.192	
000407	胜利股份	-1.76	8.36	9506384	80043848	-0.401	-0.352	-0.098	-1.114	-1.240	-0.710	-0.512	-43.788	-50.418	
000408	藏格控股	1.51	14.11	6504558	91808688	0.021	-0.035	0.114	-0.008	-0.179	0.006	-0.017	12.654	8.728	
000409	山东地矿	-0.57	7.00	4824972	33828220	-0.760	-0.609	-0.302	-2.176	-1.822	-1.224	-0.740	-7.267	-5.581	
000410	*ST沈机	-3.17	8.25	8956419	74862968	0.280	0.258	0.044	0.810	1.059	0.699	0.649	12.957	13.580	
000411	英特集团	-0.82	20.63	408422	8444393	-0.231	-0.147	-0.169	-0.445	-0.246	-0.126	-0.029	1.080	0.855	
000413	东旭光电	-2.02	11.14	90300088	1007577792	0.091	0.155	-0.126	-0.789	-0.527	0.146	0.363	501.655	376.829	
000415	渤海金控	-1.53	7.08	30669184	217955040	0.121	0.096	0.049	0.298	0.263	0.264	0.256	109.992	100.253	
000416	民生控股	-1.90	8.76	12048826	105144768	0.097	-0.016	0.226	0.381	-0.048	0.048	-0.043	24.896	10.008	
000417	合肥百货	-1.06	8.41	4654847	39075728	0.049	0.055	-0.011	-0.155	-0.006	0.111	0.176	25.220	22.236	
000418	小天鹅Ａ	0.11	45.55	2369972	109063712	-0.508	-0.515	0.013	0.073	-0.330	-0.238	-0.226	-8.138	-7.938	
000419	通程控股	-1.18	6.68	3071004	20559106	-0.057	-0.046	-0.021	-0.636	-0.526	-0.110	-0.030	3.407	3.495	
000420	吉林化纤	-2.04	3.36	12347352	41764832	0.076	0.058	0.036	0.339	0.393	0.438	0.297	101.900	113.803	
000421	南京公用	-0.28	7.05	1767700	12471834	-0.049	-0.038	-0.022	-0.372	-0.474	-0.098	-0.012	4.766	4.665	
000422	湖北宜化	0.15	6.76	33564620	224057776	0.198	0.136	0.123	0.569	0.426	0.452	0.346	211.415	174.881	
000423	东阿阿胶	-4.06	63.15	18453280	1186473344	-0.827	-0.449	-0.758	-0.341	-0.401	-0.197	-0.121	-31.494	-10.733	
000425	徐工机械	-0.99	3.99	63144212	252040416	0.092	0.085	0.013	0.213	0.287	0.391	0.405	488.414	420.785	
000426	兴业矿业	-0.71	9.83	20138228	195665792	0.350	0.313	0.073	-0.061	-0.055	0.559	0.558	124.723	101.824	
000428	华天酒店	-0.21	4.86	2232751	10825206	-0.096	-0.085	-0.022	-0.699	-0.635	-0.259	-0.145	5.855	0.941	
000429	粤高速Ａ	-3.23	8.99	23667460	214003264	0.163	0.090	0.146	0.304	-0.044	0.185	-0.021	32.971	27.262	
000430	张家界	-0.58	10.22	757400	7725299	-0.111	-0.084	-0.053	-0.608	-0.517	-0.164	-0.076	-0.969	1.830	
000488	晨鸣纸业	-1.12	15.96	37227392	590752448	0.956	0.886	0.140	1.164	1.250	1.102	1.102	276.219	273.031	
000498	山东路桥	-2.75	8.12	11395366	92999736	0.319	0.249	0.139	0.656	0.662	0.705	0.479	92.852	92.915	
000501	鄂武商Ａ	-1.54	17.25	4448458	76684504	-0.045	-0.010	-0.070	-0.428	-0.587	-0.106	-0.023	14.487	9.634	
000502	绿景控股	0.09	11.01	1656003	18213364	-0.472	-0.390	-0.164	-1.410	-1.078	-0.522	-0.309	-6.507	-5.369	
000503	海虹控股	0.00	24.93	0	0	-2.382	-1.684	-1.396	-2.156	-1.190	-0.757	-0.526	-34.489	-15.876	
000504	南华生物	-0.71	19.60	1313457	25683976	-0.356	0.014	-0.738	-2.055	-0.908	-0.192	0.138	-0.908	-3.414	
000505	珠江控股	-0.63	9.50	1628900	15585564	-0.141	-0.145	0.008	-0.362	-0.448	-0.178	-0.186	-10.595	-8.082	
000506	中润资源	0.00	8.75	0	0	-0.338	-0.194	-0.288	-1.739	-1.339	-0.452	-0.197	17.456	24.120	
000507	珠海港	-1.55	10.80	28860724	312604768	-0.307	-0.117	-0.380	-1.873	-1.831	-0.462	-0.152	-116.151	-74.357	
000509	华塑控股	0.00	6.12	0	0	-0.059	-0.064	0.011	-1.080	-0.522	-0.126	-0.117	5.252	2.956	
000510	金路集团	-3.77	9.96	15613839	156475840	0.443	0.449	-0.013	-0.364	0.061	0.875	0.952	116.888	129.713	
000513	丽珠集团	-0.58	49.60	1482709	73849456	0.024	0.114	-0.181	-0.174	-0.118	-0.043	0.006	-4.065	-4.256	
000514	渝 开 发	-2.76	8.81	23390342	207914016	0.353	0.255	0.197	0.721	0.673	0.723	0.442	85.083	85.846	
000516	国际医学	-0.39	5.13	9583778	49087516	-0.149	-0.138	-0.022	-0.936	-0.863	-0.387	-0.272	-52.107	-48.291	
