历史行情.指标排序沪深Ａ股 日期:2017-07-24,一 指标:MACD(12,26,9)   WR(14,28)   CCI(14)   OBV(30)   
代码   	名称	 涨幅%%	 收盘	成交量	总金额	  DIF	  DEA	  MACD	  WR1	  WR2	  CCI	  OBV	  MAOBV	
000038	深大通					-1.003	-0.936	-0.135	78.342	88.575	-236.297	2348405.0	2384673.5	
000039	中集集团	1.94	18.42	31202208	575975232	0.249	0.219	0.060	15.909	12.444	188.832	27846994.0	26764026.0	
000040	东旭蓝天	-1.92	12.23	4394094	54057084	-0.107	0.001	-0.215	78.824	78.824	-89.737	13940509.0	13954639.0	
000042	中洲控股	2.01	17.26	1023182	17651198	-0.078	-0.171	0.186	16.541	16.541	218.968	7980637.0	7948854.0	
000043	中航地产	-0.19	10.62	3849610	40845316	0.221	0.264	-0.086	55.147	35.377	-57.595	23296722.0	23064618.0	
000045	深纺织Ａ	-0.19	10.75	2971833	31896010	-0.321	-0.238	-0.167	67.742	76.000	-56.476	10322391.0	10404991.0	
000046	泛海控股	2.97	8.68	19953972	174303488	0.014	-0.012	0.053	36.046	36.046	239.316	26433468.0	26211284.0	
000048	康达尔	-0.80	24.78	244805	6068995	-0.503	-0.381	-0.243	81.313	81.313	-110.170	6330746.0	6342281.0	
000049	德赛电池	0.55	53.12	3233449	170589536	-0.139	-0.103	-0.072	57.957	56.221	-26.520	6060944.0	5981784.5	
000050	深天马Ａ	0.18	22.84	35918680	818694784	0.971	0.798	0.346	10.922	6.608	160.007	32377478.0	29982578.0	
000055	方大集团	1.42	7.12	9960298	70642800	-0.095	-0.096	0.002	63.158	70.000	-43.539	13750481.0	13553478.0	
000056	皇庭国际	-1.77	12.73	1967002	25374880	0.263	0.202	0.123	29.752	19.355	113.225	5884522.5	5791806.5	
000058	深 赛 格	0.94	7.52	2983557	22324502	-0.178	-0.112	-0.132	75.163	76.970	-62.557	25236374.0	25231640.0	
000059	华锦股份	-0.08	12.25	104856848	1302587264	0.477	0.335	0.285	22.709	18.095	158.161	29784570.0	27408516.0	
000060	中金岭南	0.17	12.10	66331452	809123712	0.336	0.299	0.074	22.619	18.812	164.725	60459872.0	55735996.0	
000061	农 产 品					-0.069	-0.095	0.053	22.951	41.379	13.283	25037628.0	24955562.0	
000062	深圳华强	4.13	25.97	7479033	194888384	-0.812	-0.708	-0.208	39.618	63.289	-14.228	17159154.0	17154208.0	
000063	中兴通讯	1.31	23.97	50853688	1207725952	0.509	0.578	-0.138	13.514	13.682	113.143	67923584.0	65981988.0	
000065	北方国际	1.00	25.25	6234324	156764688	-0.183	-0.361	0.357	11.348	22.521	79.030	7959564.5	7801688.0	
000066	中国长城	4.03	9.55	38030956	355812288	0.121	0.127	-0.011	26.667	18.792	28.592	18232658.0	16231285.0	
000068	华控赛格	0.95	6.37	3249551	20521034	-0.178	-0.151	-0.053	67.857	74.766	-91.231	4985825.0	5119548.5	
000069	华侨城Ａ	-2.01	9.27	44360180	415713664	0.021	0.100	-0.159	69.048	73.333	-73.013	90168168.0	89633360.0	
000070	特发信息	0.57	10.60	3367062	35677708	-0.289	-0.246	-0.086	53.804	67.681	-30.091	5880946.0	6110217.5	
000078	海王生物	0.17	6.04	12671909	76394704	0.012	0.032	-0.041	71.429	63.636	-70.993	35113568.0	34584416.0	
000088	盐 田 港	2.61	9.45	15743644	147768144	-0.273	-0.187	-0.174	71.667	87.770	-77.905	49217284.0	49359852.0	
000089	深圳机场	0.11	9.19	6857610	63089072	-0.051	-0.012	-0.078	64.706	64.706	-33.741	23011828.0	22942328.0	
000090	天健集团	4.39	11.88	24734110	289491840	0.188	0.232	-0.088	39.645	32.683	16.190	16046078.0	15392580.0	
000096	广聚能源	-0.49	14.19	630211	8923109	-0.211	-0.209	-0.004	39.796	45.872	-26.570	19889280.0	19905076.0	
000099	中信海直					-0.284	-0.228	-0.112	79.375	83.902	-78.241	26564356.0	26695574.0	
000100	TCL 集团					-0.010	0.001	-0.023	85.714	85.714	-113.802	280137600.0	281338048.0	
000150	宜华健康	-0.04	25.60	3858708	100234000	-0.000	-0.152	0.304	19.268	19.268	192.321	6769737.0	6805132.0	
000151	中成股份	0.73	18.02	5352332	97143264	-0.461	-0.384	-0.154	48.322	61.596	-11.808	18103214.0	18269874.0	
000153	丰原药业	-0.73	9.56	4335407	41248336	-0.887	-0.626	-0.522	93.451	93.627	-70.680	9687736.0	10142470.0	
000156	华数传媒	0.00	14.30	1777078	25305700	-0.191	-0.151	-0.079	60.504	62.992	-47.775	3565155.3	3584180.8	
000157	中联重科	0.63	4.82	57967852	279722944	0.084	0.056	0.055	20.000	16.981	141.931	135956368.0	133590680.0	
000158	常山股份	1.22	10.75	23416344	246750640	-0.286	-0.143	-0.287	80.738	80.738	-94.312	21564342.0	21286470.0	
000159	国际实业	-0.31	6.41	5598200	35743256	-0.126	-0.076	-0.099	66.981	70.833	-66.898	24655154.0	24440946.0	
000166	申万宏源	0.00	5.84	41356128	242482336	0.061	0.046	0.029	29.730	25.000	96.326	41658732.0	41467288.0	
000301	东方市场					-0.002	0.008	-0.020	91.304	61.765	-116.080	36551424.0	36518072.0	
000333	美的集团	3.63	43.42	60522160	2602473472	0.555	0.699	-0.287	4.262	30.543	158.941	38458248.0	38880184.0	
000338	潍柴动力	0.14	6.92	139419520	954841600	0.256	0.256	-0.000	22.222	12.000	79.466	25825570.0	23654268.0	
000400	许继电气	1.46	17.33	5688974	98410720	0.023	0.134	-0.221	60.000	50.190	-45.816	14931428.0	14650378.0	
000401	冀东水泥	0.06	15.62	43393212	673088832	-0.246	-0.224	-0.044	65.763	65.763	-59.461	25792816.0	22983628.0	
000402	金 融 街	1.73	12.36	26051328	320307200	0.206	0.151	0.110	23.664	19.872	90.849	78215704.0	77617200.0	
000403	ST生化					0.407	0.023	0.769	4.091	3.255	176.222	3008395.0	2891574.3	
000404	华意压缩	0.96	7.36	8424051	61854152	-0.159	-0.116	-0.086	61.404	69.014	-52.243	27167786.0	27121870.0	
000407	胜利股份	8.68	8.51	17285612	138748864	-0.420	-0.340	-0.160	46.995	66.084	-60.540	23222668.0	23512842.0	
000408	藏格控股	0.14	13.90	3706052	51889016	-0.007	-0.050	0.085	35.461	43.478	103.633	7984777.5	7906246.0	
000409	山东地矿	1.29	7.04	5274624	36972688	-0.758	-0.571	-0.373	87.077	89.286	-75.742	15177033.0	16137260.0	
000410	*ST沈机	0.95	8.52	7502677	64079524	0.303	0.253	0.100	24.648	18.041	74.505	48375856.0	48270344.0	
000411	英特集团	-0.91	20.80	380901	7936865	-0.210	-0.126	-0.169	75.090	75.090	-60.679	3416678.8	3411502.5	
000413	东旭光电	2.71	11.37	115142736	1294627072	0.099	0.170	-0.142	50.228	48.458	-16.576	79808816.0	75895928.0	
000415	渤海金控	3.60	7.19	58024024	417118336	0.115	0.090	0.049	17.857	14.563	188.481	31201082.0	29792516.0	
000416	民生控股	1.82	8.93	23117128	207308832	0.055	-0.044	0.198	21.759	21.759	218.293	15151837.0	14667055.0	
000417	合肥百货	1.80	8.50	6868324	58053044	0.049	0.056	-0.015	41.250	35.870	23.827	29594072.0	29313042.0	
000418	小天鹅Ａ	3.13	45.50	3058313	137823344	-0.580	-0.516	-0.127	50.898	72.014	-7.353	6632551.0	6705998.0	
000419	通程控股	0.45	6.76	3547257	23936846	-0.055	-0.044	-0.023	39.683	40.625	-22.315	19880782.0	19789646.0	
000420	吉林化纤	1.48	3.43	17831896	61039808	0.081	0.054	0.054	18.182	15.686	76.429	19111144.0	18330208.0	
000421	南京公用	1.00	7.07	3026781	21346196	-0.052	-0.035	-0.034	47.143	61.053	-34.286	11530205.0	11489708.0	
000422	湖北宜化	0.30	6.75	56943696	386906656	0.179	0.121	0.117	18.750	13.846	199.419	33174956.0	30747134.0	
000423	东阿阿胶	-0.95	65.82	7258151	479410336	-0.586	-0.354	-0.464	70.098	85.140	-56.016	11755606.0	11891932.0	
000425	徐工机械	1.51	4.03	112058136	451253344	0.092	0.084	0.016	9.375	5.172	150.915	84508080.0	80781152.0	
000426	兴业矿业	1.96	9.90	34038628	336813760	0.340	0.304	0.073	11.494	10.363	157.874	23357150.0	22022646.0	
000428	华天酒店	0.21	4.87	3456257	16800912	-0.099	-0.082	-0.034	63.636	66.102	-50.360	14542386.0	14455106.0	
000429	粤高速Ａ	4.03	9.29	42795224	394617568	0.162	0.072	0.180	11.429	11.429	104.152	14730460.0	13948256.0	
000430	张家界	0.78	10.28	1174280	12015583	-0.112	-0.078	-0.068	58.252	58.252	-44.422	11254866.0	11209809.0	
000488	晨鸣纸业	-1.41	16.14	55974476	913298112	0.962	0.868	0.187	16.022	11.373	148.093	46890964.0	45548548.0	
000498	山东路桥	1.21	8.35	15926125	134475952	0.330	0.232	0.195	14.000	12.209	102.404	24716852.0	23460036.0	
000501	鄂武商Ａ	0.81	17.52	7998364	139589024	-0.047	-0.001	-0.091	17.391	41.985	67.428	6926346.0	6958727.0	
000502	绿景控股	-0.09	11.00	1885201	20745598	-0.473	-0.369	-0.208	70.677	75.238	-72.612	5832220.5	5821312.0	
000503	海虹控股					-2.068	-1.510	-1.118	100.000	100.000	-277.796	12478492.0	13193819.0	
000504	南华生物	0.20	19.74	1657998	32794064	-0.280	0.106	-0.773	80.365	80.455	-99.869	4766192.5	4724233.0	
000505	珠江控股	0.63	9.56	2861540	27172560	-0.137	-0.146	0.018	39.091	69.683	-98.176	12529145.0	12551465.0	
000506	中润资源					-0.304	-0.158	-0.293	98.851	99.057	-123.613	18716944.0	19142288.0	
000507	珠海港	3.10	10.97	45231932	490810112	-0.282	-0.069	-0.425	80.288	88.385	-82.826	60180776.0	61599156.0	
000509	华塑控股					-0.067	-0.066	-0.002	13.095	22.340	-171.779	16654470.0	16517089.0	
000510	金路集团	1.97	10.35	20721436	209208272	0.476	0.451	0.051	26.531	16.667	50.553	14710254.0	13743593.0	
000513	丽珠集团	-0.82	49.89	2208263	110986592	0.032	0.137	-0.210	64.595	66.919	56.566	2090769.3	2144030.5	
000514	渝 开 发	4.98	9.06	32770420	293433728	0.353	0.230	0.246	13.115	11.268	86.202	36222356.0	35501596.0	
000516	国际医学	0.78	5.15	14896868	76679304	-0.153	-0.135	-0.035	63.235	69.512	-53.030	32869412.0	33058614.0	
000517	荣安地产	1.53	4.66	13794649	64450792	-0.027	-0.040	0.025	22.222	22.222	74.367	25376740.0	25038472.0	
000518	四环生物	3.91	8.24	13342206	108943704	0.150	0.120	0.060	10.638	7.407	246.997	32112108.0	31801646.0	
000519	中兵红箭	1.70	12.54	22967640	285572736	-0.150	-0.056	-0.187	57.966	57.966	-33.110	18478156.0	17727538.0	
000520	长航凤凰	5.20	5.87	19551788	112729272	-0.086	-0.092	0.011	16.923	51.786	38.768	-3166096.5	-3398647.3	
000521	美菱电器	1.82	6.14	6950050	42318400	-0.063	-0.035	-0.056	47.826	67.857	-25.483	24350118.0	24506316.0	
000523	广州浪奇	-0.42	9.39	4610437	43135536	-0.093	-0.055	-0.075	59.794	73.649	-100.097	14734412.0	14835748.0	
000524	岭南控股	0.81	12.45	1403856	17498186	-0.106	-0.070	-0.074	47.590	56.716	-58.825	6152298.0	6155442.5	
000525	红 太 阳	1.69	19.30	8541040	163962320	0.379	0.317	0.123	8.734	6.920	169.201	8385882.5	8211825.0	
000526	*ST紫学	-0.35	31.35	902317	28193236	-0.184	-0.742	1.116	42.581	48.997	38.867	1679737.9	1710329.0	
000528	柳 工	-1.27	9.30	37606644	356615616	0.271	0.229	0.084	31.579	20.930	133.126	41719308.0	41587292.0	
000529	广弘控股	1.10	8.27	2311075	18939074	-0.290	-0.191	-0.197	74.257	74.257	-79.970	7871780.0	7878979.0	
000530	大冷股份	0.42	7.18	7355320	52111748	0.026	0.073	-0.095	70.253	70.253	-74.151	9954253.0	9595802.0	
000531	穗恒运Ａ					-0.178	-0.088	-0.179	59.664	60.656	-85.649	12335035.0	12388691.0	
000532	华金资本	1.52	12.69	4770908	60139468	-0.516	-0.383	-0.265	72.760	76.687	-64.729	12628942.0	12739334.0	
000533	万 家 乐	-2.06	10.46	2527719	26582372	0.062	0.132	-0.140	90.351	69.595	-132.797	18977794.0	18841094.0	
000534	万泽股份	1.17	11.23	1785261	19811678	-0.372	-0.362	-0.020	39.267	61.074	-26.769	6091582.5	6083222.5	
000536	华映科技	0.19	5.38	6116906	32781006	-0.136	-0.097	-0.079	75.000	77.215	-64.603	7015347.0	7190837.5	
000537	广宇发展	0.13	7.67	3544319	27252168	-0.169	-0.142	-0.054	48.649	50.862	-14.651	29696686.0	29624302.0	
000538	云南白药	-0.36	90.52	2561979	233155072	-0.226	-0.217	-0.018	22.898	55.976	128.708	5292565.0	5365999.0	
000539	粤电力Ａ	1.11	5.45	8308529	45293068	0.028	0.015	0.028	36.364	29.268	158.762	22592026.0	22474722.0	
000540	中天金融	-0.99	8.03	267759968	2222669056	0.389	0.250	0.279	32.127	27.843	142.627	47800620.0	40238824.0	
000541	佛山照明	0.79	8.97	4837663	43183056	-0.057	-0.029	-0.056	63.934	63.934	-64.931	28361440.0	28335618.0	
000543	皖能电力	3.06	5.73	16661466	95093168	-0.047	-0.036	-0.020	35.714	35.714	10.280	22570596.0	22590700.0	
000544	中原环保	0.84	20.47	5011972	100531080	0.010	0.175	-0.330	72.727	72.727	-82.706	10449630.0	10188769.0	
000545	金浦钛业	0.95	6.40	46867772	298469408	0.172	0.148	0.048	18.293	12.397	127.535	28602514.0	27006014.0	
000546	金圆股份	-0.44	11.20	12675146	142877072	0.152	0.135	0.033	38.191	37.255	58.759	12609862.0	12408291.0	
000547	航天发展	2.35	10.02	16666736	164804208	-0.194	-0.171	-0.047	45.517	53.254	-26.370	15977577.0	15670333.0	
000548	湖南投资	3.25	8.27	18105804	149118256	0.172	0.096	0.153	7.207	5.926	161.671	29050190.0	28471656.0	
000550	江铃汽车	-0.09	21.85	6899919	155216144	0.287	0.179	0.215	20.408	15.209	213.004	1745660.1	1592606.9	
000551	创元科技	3.69	9.00	14028031	125556648	-0.276	-0.247	-0.058	40.945	68.220	-12.861	17210230.0	17206536.0	
000552	靖远煤电	-1.26	3.92	35432912	140697136	0.116	0.087	0.057	30.769	22.535	110.599	23806618.0	22451702.0	
000553	沙隆达Ａ	4.44	14.36	10113241	143189680	0.148	0.188	-0.080	38.333	34.074	20.342	8264288.0	8130443.5	
000554	泰山石油	1.85	8.27	12644670	103218600	-0.149	-0.185	0.071	23.148	26.549	2.766	48533816.0	48165512.0	
000555	神州信息					-0.057	-0.138	0.163	39.474	24.880	17.175	6512513.5	6432047.5	
000557	西部创业					-0.212	-0.106	-0.211	69.136	82.014	-74.012	6084239.5	5769567.5	
000558	莱茵体育	-1.19	6.63	8655650	57276140	-0.287	-0.211	-0.154	77.465	84.977	-70.376	24830792.0	25307430.0	
000559	万向钱潮	-0.20	10.11	11189270	112707544	0.022	0.085	-0.127	57.463	62.658	-34.344	66152012.0	66115776.0	
000560	昆百大Ａ	-1.65	8.96	5815014	52497636	-0.041	-0.062	0.041	26.154	26.154	72.169	6157489.5	6132641.0	
000561	烽火电子	3.19	10.03	5738811	56481052	-0.141	-0.092	-0.098	50.000	51.934	-24.117	22461236.0	22240716.0	
000563	陕国投Ａ	2.37	6.04	130559944	787127552	0.213	0.125	0.175	13.084	10.145	127.995	52165132.0	46315960.0	
000564	供销大集	1.01	6.98	8156020	56504340	0.102	0.035	0.134	30.435	30.108	74.796	8642075.0	8138418.5	
000565	渝三峡Ａ	5.28	10.56	20313104	210015504	0.032	0.018	0.027	8.824	33.333	92.514	10996252.0	10491948.0	
000566	海南海药	-0.23	13.30	2858298	37837500	0.037	0.034	0.007	23.841	23.841	10.582	12911286.0	12742627.0	
000567	海德股份	5.95	29.01	8051221	227762304	0.765	0.635	0.260	17.320	13.440	156.316	7615585.5	7410274.0	
000568	泸州老窖	2.36	52.59	10318694	548339520	0.654	0.382	0.543	18.255	18.255	209.503	20500064.0	20011830.0	
000570	苏常柴Ａ	0.66	7.65	7354013	56076336	0.141	0.073	0.136	10.526	8.621	148.658	18896492.0	18370368.0	
