历史行情.指标排序沪深Ａ股 日期:2017-07-19,三 指标:MACD(12,26,9)   EMV(14,9)   TRIX(12,9)   WVAD(24,6)   
代码   	名称	 涨幅%%	 收盘	成交量	总金额	  DIF	  DEA	  MACD	  EMV	  MAEMV	  TRIX	  MATRIX	  WVAD	  MAWVAD	
000400	许继电气	1.49	17.04	8900929	149508688	0.089	0.231	-0.283	-0.677	0.094	0.218	0.340	26.957	25.709	
000401	冀东水泥	2.26	15.40	54727656	840368448	-0.252	-0.199	-0.107	-0.619	-0.005	-0.098	-0.143	41.673	71.404	
000402	金 融 街	1.89	12.40	38448320	470180288	0.165	0.107	0.116	0.165	-0.004	0.145	0.110	89.893	50.115	
000403	ST生化					0.407	0.023	0.769	0.824	0.392	0.179	-0.043	6.674	5.795	
000404	华意压缩	1.83	7.24	10712100	76706072	-0.146	-0.076	-0.140	-0.978	-0.305	-0.120	0.005	-6.656	-1.349	
000407	胜利股份	0.25	8.05	5164576	41520548	-0.391	-0.253	-0.277	-1.535	-0.954	-0.520	-0.306	-48.647	-44.916	
000408	藏格控股	0.75	13.50	1807607	24217608	-0.102	-0.078	-0.047	-0.446	-0.104	-0.047	-0.005	4.986	3.668	
000409	山东地矿	4.09	7.12	14263860	100861384	-0.677	-0.407	-0.539	-1.964	-0.871	-0.773	-0.296	2.106	8.817	
000410	*ST沈机	-0.12	8.34	10429529	87441088	0.280	0.207	0.146	1.156	0.760	0.674	0.447	10.027	10.395	
000411	英特集团	0.73	20.69	375960	7748517	-0.166	-0.053	-0.227	-0.349	-0.069	-0.027	0.010	0.414	0.894	
000413	东旭光电	2.08	10.82	104984160	1123639296	0.097	0.243	-0.293	-0.870	0.043	0.332	0.552	280.292	347.903	
000415	渤海金控	1.18	6.84	24235984	164035344	0.073	0.079	-0.013	0.031	0.332	0.235	0.252	81.327	76.242	
000416	民生控股	0.00	7.52	3854861	28770204	-0.136	-0.079	-0.114	-0.641	-0.209	-0.114	-0.018	-4.566	-0.950	
000417	合肥百货	1.59	8.30	3836131	31587150	0.042	0.069	-0.054	-0.114	0.199	0.169	0.213	19.044	18.890	
000418	小天鹅Ａ	-0.16	44.50	2041753	90571432	-0.622	-0.425	-0.395	-0.420	-0.342	-0.235	-0.187	-7.754	-9.690	
000419	通程控股	2.30	6.67	3579656	24025206	-0.066	-0.028	-0.074	-0.729	-0.259	-0.047	0.052	4.417	6.444	
000420	吉林化纤	2.06	3.47	33960916	117489520	0.069	0.030	0.079	0.452	0.261	0.313	0.127	125.252	96.129	
000421	南京公用	2.93	7.02	2653698	18331268	-0.056	-0.016	-0.080	-0.455	-0.256	-0.029	0.080	4.512	5.671	
000422	湖北宜化	4.21	6.43	47619140	303962656	0.110	0.088	0.044	0.434	0.328	0.320	0.274	151.881	133.604	
000423	东阿阿胶	0.88	66.28	7022639	463123808	-0.605	-0.159	-0.893	-0.417	-0.340	-0.144	0.002	-5.494	-10.353	
000425	徐工机械	3.92	3.98	129682144	509180384	0.083	0.079	0.007	0.260	0.425	0.398	0.404	411.675	345.154	
000426	兴业矿业	6.64	9.64	40884064	391553312	0.280	0.287	-0.014	-0.115	0.224	0.525	0.594	91.795	77.706	
000428	华天酒店	1.06	4.77	4766679	22612876	-0.100	-0.064	-0.072	-0.755	-0.351	-0.156	-0.052	-2.287	2.113	
000429	粤高速Ａ	0.33	9.26	48931792	445409536	0.087	0.007	0.159	0.111	-0.429	-0.049	-0.094	39.749	-14.358	
000430	张家界	0.69	10.15	1733884	17492596	-0.108	-0.043	-0.130	-0.670	-0.371	-0.088	0.018	4.580	5.370	
000488	晨鸣纸业	5.00	15.55	54589320	833930816	0.870	0.810	0.120	1.028	1.397	1.098	1.007	262.886	249.723	
000498	山东路桥	1.82	8.38	30904160	260286176	0.277	0.150	0.252	0.905	0.338	0.492	0.245	97.758	68.381	
000501	鄂武商Ａ	3.11	17.23	6793577	113818968	-0.078	0.064	-0.285	-0.757	-0.375	-0.053	0.135	8.102	2.288	
000502	绿景控股	0.65	10.85	2180905	23526498	-0.426	-0.277	-0.299	-1.587	-0.613	-0.312	-0.171	-4.102	-2.544	
000503	海虹控股					-2.068	-1.510	-1.118	-2.046	-1.169	-0.637	-0.493	-29.618	-7.885	
000504	南华生物	0.94	20.39	2190671	44604104	0.043	0.397	-0.707	-1.044	0.187	0.154	0.349	-5.343	-2.243	
000505	珠江控股	0.00	9.77	3949695	38418788	-0.134	-0.157	0.046	-0.698	-0.394	-0.188	-0.178	-7.329	-1.151	
000506	中润资源					-0.304	-0.158	-0.293	-1.592	-1.178	-0.386	-0.140	21.467	25.998	
000507	珠海港	1.09	11.10	41253864	453040384	-0.150	0.107	-0.514	-2.526	-1.339	-0.168	0.209	24.120	55.664	
000509	华塑控股					-0.067	-0.066	-0.002	-1.107	-0.408	-0.127	-0.117	0.296	1.703	
000510	金路集团	6.11	10.42	30428424	310156896	0.470	0.426	0.086	0.134	0.774	0.952	0.921	128.850	163.272	
000513	丽珠集团	0.22	49.45	2068429	101517872	0.012	0.265	-0.506	-0.202	-0.088	-0.009	0.109	-3.942	-4.644	
000514	渝 开 发	1.01	9.01	51486344	464283488	0.294	0.130	0.328	0.698	0.390	0.465	0.167	95.531	79.652	
000516	国际医学	1.00	5.04	13388638	66947784	-0.160	-0.116	-0.089	-1.195	-0.578	-0.292	-0.158	-52.231	-50.614	
000517	荣安地产	0.69	4.39	7243074	31555956	-0.067	-0.042	-0.051	-0.742	-0.398	-0.145	-0.036	-2.550	0.279	
000518	四环生物	0.65	7.80	4640325	36345516	0.113	0.111	0.003	-0.162	0.358	0.300	0.314	11.774	10.466	
000519	中兵红箭	0.43	11.81	16606762	194977824	-0.131	0.041	-0.345	-1.210	-0.136	0.130	0.280	45.458	69.237	
000520	长航凤凰	0.54	5.59	5054177	28120888	-0.106	-0.084	-0.045	-0.706	-0.392	-0.195	-0.124	-3.738	4.194	
000521	美菱电器	1.70	5.97	10166790	60318336	-0.064	-0.003	-0.122	-0.952	-0.318	-0.034	0.155	-25.649	-25.025	
000523	广州浪奇	2.03	9.56	3516969	33526198	-0.072	-0.028	-0.087	-0.435	-0.216	-0.035	0.064	8.585	8.303	
000524	岭南控股	0.24	12.44	2757031	34092596	-0.076	-0.039	-0.073	-0.492	-0.311	-0.022	0.045	-1.251	-1.499	
000525	红 太 阳	3.84	18.66	4655814	85508400	0.271	0.296	-0.048	-0.053	0.282	0.321	0.380	17.032	15.333	
000526	*ST紫学	-2.41	32.38	2393766	77295728	-0.424	-1.225	1.603	-0.068	-0.098	-0.416	-0.825	-3.785	-3.818	
000528	柳 工	1.41	9.33	44202188	408681056	0.237	0.195	0.084	0.262	0.329	0.415	0.393	113.191	76.168	
000529	广弘控股	0.74	8.14	5481414	44056764	-0.216	-0.109	-0.213	-1.104	-0.255	-0.158	-0.077	-8.473	-2.303	
000530	大冷股份	0.70	7.16	8689804	61606992	0.063	0.110	-0.093	-0.668	0.089	0.293	0.372	1.774	2.408	
000531	穗恒运Ａ	3.93	8.99	4000563	35385868	-0.178	-0.088	-0.179	-0.647	-0.390	-0.176	0.001	-8.255	-3.363	
000532	华金资本	0.00	12.33	3141898	38400632	-0.483	-0.257	-0.451	-1.962	-0.860	-0.338	-0.077	-11.087	-8.773	
000533	万 家 乐	-0.37	10.84	3660720	39427896	0.139	0.172	-0.067	0.069	0.366	0.296	0.348	37.253	37.191	
000534	万泽股份	1.67	10.98	1319760	14392102	-0.419	-0.334	-0.170	-0.933	-0.937	-0.501	-0.365	-6.117	-6.636	
000536	华映科技	0.38	5.32	7178097	37989704	-0.115	-0.061	-0.108	-1.150	-0.540	-0.162	-0.016	-6.841	-2.314	
000537	广宇发展	1.25	7.31	3516948	25549594	-0.200	-0.103	-0.195	-1.201	-0.588	-0.252	-0.047	-22.057	-19.982	
000538	云南白药	0.46	89.31	2979690	267346384	-0.508	-0.168	-0.679	-0.193	-0.287	-0.117	-0.045	-6.429	-9.050	
000539	粤电力Ａ	1.14	5.33	6147425	32642592	0.005	0.006	-0.002	-0.044	-0.035	0.030	0.040	4.117	4.037	
000540	中天金融	1.72	7.70	240135648	1839151232	0.234	0.148	0.172	0.645	0.322	0.407	0.327	545.333	247.620	
000541	佛山照明	1.13	8.95	6163269	54622336	-0.040	-0.005	-0.070	-0.268	-0.026	-0.007	0.036	-4.046	1.493	
000543	皖能电力	1.66	5.52	7146595	39156232	-0.062	-0.019	-0.087	-0.401	-0.182	-0.065	0.093	-7.068	-0.700	
000544	中原环保	0.49	20.31	3574075	72167456	0.104	0.310	-0.411	-0.502	0.017	0.181	0.335	18.279	20.331	
000545	金浦钛业	2.61	6.28	57737256	359049504	0.147	0.133	0.029	0.000	0.390	0.470	0.446	164.281	138.314	
000546	金圆股份	10.01	11.32	20436488	225484208	0.089	0.124	-0.071	-0.541	-0.071	0.205	0.305	35.072	26.097	
000547	航天发展	1.05	9.59	9706791	92188232	-0.216	-0.134	-0.163	-1.248	-0.562	-0.129	0.025	0.520	17.533	
000548	湖南投资	2.59	7.92	15157581	118791560	0.094	0.043	0.102	0.233	0.107	0.214	0.107	62.285	52.660	
000550	江铃汽车	1.36	20.83	4208529	89414152	0.136	0.126	0.020	0.150	0.250	0.178	0.170	2.248	-2.593	
000551	创元科技	2.01	8.61	5917852	50487868	-0.306	-0.201	-0.211	-1.489	-1.215	-0.454	-0.280	-29.617	-47.091	
000552	靖远煤电	5.21	4.04	93918032	371617888	0.094	0.063	0.061	0.397	0.214	0.355	0.297	171.441	90.359	
000553	沙隆达Ａ	3.68	13.81	8173323	110502048	0.149	0.241	-0.185	-0.813	-0.074	0.308	0.385	12.073	11.395	
000554	泰山石油	2.31	7.96	9548754	75467144	-0.199	-0.200	0.001	-1.178	-0.514	-0.196	-0.212	0.172	3.057	
000555	神州信息					-0.057	-0.138	0.163	-0.001	0.068	-0.001	-0.077	9.114	7.075	
000557	西部创业					-0.212	-0.106	-0.211	-2.737	-2.351	-0.475	-0.092	145.540	145.209	
000558	莱茵体育	1.24	6.55	9119014	59171164	-0.270	-0.139	-0.262	-1.994	-1.188	-0.435	-0.146	-65.171	-51.517	
000559	万向钱潮	1.42	10.00	13269570	132028216	0.040	0.142	-0.205	-0.814	-0.216	0.154	0.368	56.175	56.979	
000560	昆百大Ａ	0.24	8.44	1468463	12325577	-0.106	-0.058	-0.094	-0.998	-0.386	-0.066	0.001	-2.428	-2.144	
000561	烽火电子	0.85	9.53	3046363	28876772	-0.140	-0.032	-0.215	-1.329	-0.580	0.008	0.182	6.677	15.577	
000563	陕国投Ａ	2.08	5.89	143574704	827146304	0.135	0.061	0.148	0.571	0.323	0.365	0.242	294.083	144.569	
000564	供销大集	0.42	7.14	17448976	123321072	0.063	-0.023	0.173	0.568	0.014	0.059	-0.085	35.170	17.379	
000565	渝三峡Ａ	0.72	9.73	9580232	91840480	-0.006	0.034	-0.080	-0.993	-0.180	0.151	0.188	30.665	33.644	
000566	海南海药	0.08	13.15	4414695	57822440	0.029	0.029	-0.000	-1.329	-0.408	0.059	0.021	18.074	27.245	
000567	海德股份	3.81	28.08	6614981	179775360	0.659	0.570	0.179	-0.003	0.162	0.420	0.445	-1.019	-1.106	
000568	泸州老窖	2.91	49.92	9382072	466896832	0.142	0.269	-0.256	-0.300	-0.296	-0.008	0.067	22.795	10.095	
000570	苏常柴Ａ	1.95	7.33	11638544	84552024	0.055	0.025	0.060	-0.056	-0.028	0.159	0.118	30.592	24.014	
000571	新大洲Ａ					0.035	-0.026	0.122	0.359	-0.043	-0.020	-0.125	15.314	-2.189	
000572	海马汽车	1.47	4.84	10259547	49180528	-0.074	-0.034	-0.080	-0.884	-0.336	-0.108	-0.011	2.496	13.237	
000573	粤宏远Ａ	1.34	6.06	5730833	34299876	-0.133	-0.094	-0.077	-0.877	-0.515	-0.245	-0.139	-26.105	-30.341	
000576	广东甘化	0.36	16.64	3174012	52754756	-0.117	-0.112	-0.011	-1.117	-0.950	-0.146	-0.118	7.323	0.907	
000581	威孚高科	5.15	25.92	28163738	718383424	0.577	0.679	-0.204	-0.308	0.083	0.427	0.571	126.571	112.908	
000582	北部湾港	1.02	11.90	9756295	115507336	-0.030	-0.115	0.170	-0.464	-0.220	0.003	-0.160	35.462	40.137	
000584	友利控股	3.57	13.05	6711451	87035808	0.153	0.241	-0.176	-0.467	-0.075	0.202	0.331	14.407	20.074	
000585	东北电气	0.57	5.31	10417033	55152076	-0.210	-0.255	0.090	-0.296	-0.717	-0.658	-0.759	-17.662	-28.827	
000586	汇源通信	0.96	22.14	1129650	24945016	0.858	0.737	0.242	0.607	0.561	0.693	0.570	10.973	10.306	
000587	金洲慈航	2.51	8.18	32263302	261326704	0.154	0.096	0.115	0.301	0.192	0.242	0.137	88.012	51.618	
000589	黔轮胎Ａ	2.04	5.49	9843874	53444868	0.001	0.028	-0.053	-0.307	-0.040	0.096	0.154	32.059	32.418	
000590	启迪古汉	0.19	16.00	897131	14375265	-0.219	-0.235	0.031	-0.127	-0.405	-0.219	-0.199	1.067	1.714	
000591	太阳能	1.34	5.31	11456210	60087432	-0.045	-0.047	0.004	-0.640	-0.234	-0.060	-0.119	-4.577	-7.181	
000592	平潭发展	0.98	5.15	10647180	54508352	-0.073	-0.016	-0.114	-0.931	-0.576	-0.086	0.116	-4.579	4.819	
000593	大通燃气	1.34	8.29	1807312	14885027	-0.108	-0.035	-0.146	-1.086	-0.281	-0.049	0.057	-1.299	2.945	
000595	*ST宝实	2.56	4.80	11897233	56207752	0.044	0.039	0.009	0.126	0.391	0.372	0.410	19.240	60.278	
000596	古井贡酒	1.17	47.62	3157925	149910480	-0.483	-0.213	-0.540	-0.742	-0.438	-0.127	-0.012	-2.928	-3.675	
000597	东北制药	2.02	11.12	12192300	132007632	0.116	0.166	-0.100	-0.126	0.295	0.307	0.308	12.829	20.252	
000598	兴蓉环境	1.62	5.66	20076572	112959824	0.014	0.028	-0.028	-0.027	0.093	0.096	0.129	51.621	50.505	
000599	青岛双星	1.71	6.55	5453139	35468252	-0.081	-0.041	-0.080	-0.950	-0.491	-0.103	-0.021	-4.054	-2.407	
000600	建投能源	-0.10	10.37	27076520	277532320	-0.632	-0.393	-0.477	-2.669	-1.747	-0.691	-0.398	-119.071	-71.837	
000601	韶能股份	2.87	7.18	11260617	82484808	0.033	0.021	0.023	-0.092	-0.091	0.101	0.116	15.103	9.487	
000603	盛达矿业	10.04	14.25	8625474	120145208	0.150	0.174	-0.048	-0.082	0.102	0.249	0.333	17.395	16.671	
000605	渤海股份	0.44	25.38	8693101	219802112	-1.169	-0.678	-0.981	-2.082	-1.555	-0.469	-0.228	38.734	45.039	
000606	神州易桥					-0.029	-0.007	-0.044	-0.246	0.064	0.036	0.122	7.040	6.311	
000607	华媒控股	0.42	7.11	4654499	33069518	-0.111	-0.051	-0.119	-1.014	-0.541	-0.120	0.006	-5.564	1.755	
000608	阳光股份	0.41	7.28	2305490	16667147	-0.198	-0.195	-0.006	-0.671	-0.769	-0.444	-0.443	-11.852	-16.356	
000609	绵石投资	0.00	14.37	1391612	19890192	-0.148	-0.079	-0.138	-0.656	-0.417	-0.066	0.039	8.228	6.541	
000610	西安旅游					-0.563	-0.608	0.089	-0.911	-1.340	-0.785	-0.797	-6.305	-10.178	
000611	天首发展	2.40	8.11	6582022	53436192	-0.262	-0.060	-0.404	-1.335	0.161	-0.267	0.037	-2.127	12.152	
000612	焦作万方	9.95	9.39	51959344	480897536	0.214	0.147	0.132	0.192	0.377	0.428	0.337	87.974	46.585	
000613	*ST东海A					0.074	0.037	0.073	0.930	0.229	0.054	-0.037	5.529	6.163	
000615	京汉股份	2.64	11.29	27544604	305885248	-1.142	-0.908	-0.468	-2.435	-1.801	-1.035	-0.795	-107.497	-101.054	
000616	海航投资	0.97	4.17	13661988	56501464	-0.063	-0.050	-0.027	-0.361	-0.271	-0.162	-0.121	-5.764	-2.516	
000617	中油资本	5.57	16.68	5496240	90686304	0.198	0.165	0.065	0.012	0.270	0.289	0.257	14.455	11.745	
000619	海螺型材	3.38	9.48	8146127	76359176	-0.012	-0.011	-0.002	-0.304	-0.006	0.057	0.053	14.081	13.641	
000620	新华联	1.50	6.77	2822617	18965004	-0.100	-0.071	-0.058	-0.331	-0.069	-0.158	-0.110	-6.856	-20.082	
000622	恒立实业	1.25	5.66	2332172	13038538	-0.212	-0.140	-0.144	-1.148	-0.695	-0.397	-0.214	-11.604	-9.677	
000623	吉林敖东	4.49	23.52	44949124	1038057408	0.253	0.256	-0.006	-0.010	0.054	0.151	0.187	58.879	26.612	
000625	长安汽车	1.80	14.67	57873388	839669312	0.102	0.094	0.017	0.030	-0.081	0.074	0.123	116.387	55.810	
000626	远大控股	0.70	17.30	1978702	34038884	-0.110	0.219	-0.658	-1.353	-0.459	0.132	0.462	0.439	11.401	
000627	天茂集团	-0.20	9.93	84047672	830463744	0.595	0.451	0.288	1.432	1.112	1.031	0.791	417.650	317.619	
000628	高新发展	10.05	11.83	11325921	133985648	0.252	0.081	0.343	0.304	-0.109	0.172	0.105	34.452	18.046	
000630	铜陵有色	4.75	3.09	445392352	1357197952	0.060	0.052	0.016	0.300	0.269	0.319	0.313	1033.000	698.550	
000631	顺发恒业	0.49	4.07	8887211	35843508	-0.063	-0.026	-0.073	-0.854	-0.339	-0.129	0.001	-29.005	-24.135	
000632	三木集团	2.03	6.03	4907114	29178500	-0.109	-0.074	-0.069	-0.630	-0.335	-0.146	-0.038	-6.126	-3.541	
000633	合金投资					-0.009	-0.075	0.131	0.152	0.277	0.016	-0.092	8.169	4.103	
